db_name,db_type,query_category,query,question,instructions,generated_query,reason,error_msg,exact_match,correct,error_query_gen,error_db_exec,timeout,latency_seconds,tokens_used,k_shot_prompt,glossary,table_metadata_string,table_aliases,prev_invalid_sql,prev_error_msg,question_0,query_0,question_1,query_1,cot_instructions,cot_pregen,cost_in_cents
academic,sqlite,order_by,SELECT DISTINCT publication.title FROM publication ORDER BY publication.title ASC NULLS LAST;,What are the titles of all publications ordered alphabetically?,,"SELECT title
FROM publication
ORDER BY title ASC;",,,0,1,0,0,0,1.46,932,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.11
academic,sqlite,order_by,"SELECT publication.title, publication.citation_num FROM publication ORDER BY publication.citation_num DESC NULLS FIRST LIMIT 3;SELECT publication.pid, publication.citation_num FROM publication ORDER BY publication.citation_num DESC NULLS FIRST LIMIT 3;SELECT publication.title, publication.pid, publication.citation_num FROM publication ORDER BY publication.citation_num DESC NULLS FIRST LIMIT 3;",What are the top 3 publications with the highest number of citations?,,"SELECT pid,
       title,
       citation_num
FROM publication
ORDER BY citation_num DESC
LIMIT 3;",,,0,1,0,0,0,2.89,1138,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.20
academic,sqlite,order_by,SELECT publication.title FROM publication ORDER BY publication.reference_num DESC NULLS FIRST LIMIT 3;,"What are the top 3 titles of the publications that have the highest number of references cited, ordered by the number of references cited in descending order?",,"SELECT title
FROM publication
ORDER BY reference_num DESC
LIMIT 3;",,,0,1,0,0,0,2.79,1149,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.20
academic,sqlite,order_by,"SELECT d.name, COUNT(DISTINCT a.aid) AS author_count FROM author AS a JOIN domain_author AS da ON a.aid = da.aid JOIN domain AS d ON da.did = d.did GROUP BY d.name ORDER BY author_count DESC NULLS FIRST LIMIT 5;SELECT d.did, COUNT(DISTINCT a.aid) AS author_count FROM author AS a JOIN domain_author AS da ON a.aid = da.aid JOIN domain AS d ON da.did = d.did GROUP BY d.did ORDER BY author_count DESC NULLS FIRST LIMIT 5;SELECT d.name, d.did, COUNT(DISTINCT a.aid) AS author_count FROM author AS a JOIN domain_author AS da ON a.aid = da.aid JOIN domain AS d ON da.did = d.did GROUP BY d.name, d.did ORDER BY author_count DESC NULLS FIRST LIMIT 5;",What are the top 5 domains with the highest number of authors associated with them?,,"SELECT d.name,
       COUNT(DISTINCT da.aid) AS author_count
FROM DOMAIN AS d
JOIN domain_author AS da ON d.did = da.did
GROUP BY d.did
ORDER BY author_count DESC
LIMIT 5;",,,0,1,0,0,0,2.72,1232,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.24
academic,sqlite,order_by,SELECT publication.title FROM publication ORDER BY publication.citation_num DESC LIMIT 1;,What is the title of the publication that has received the highest number of citations?,,"SELECT title
FROM publication
ORDER BY citation_num DESC
LIMIT 1;",,,0,1,0,0,0,3.63,1070,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.17
academic,sqlite,ratio,"SELECT organization.continent, CAST(COUNT(DISTINCT author.aid) AS REAL) / NULLIF(COUNT(DISTINCT organization.oid), 0) AS ratio FROM organization LEFT JOIN author ON author.oid = organization.oid GROUP BY organization.continent ORDER BY ratio DESC;WITH author_counts AS (SELECT o.continent, COUNT(DISTINCT a.aid) AS author_count FROM author AS a JOIN organization AS o ON a.oid = o.oid GROUP BY o.continent), organization_counts AS (SELECT o.continent, COUNT(DISTINCT o.oid) AS organization_count FROM organization AS o GROUP BY o.continent) SELECT ac.continent, CAST(ac.author_count AS DOUBLE) / NULLIF(oc.organization_count, 0) AS author_to_organization_ratio FROM author_counts AS ac JOIN organization_counts AS oc ON ac.continent = oc.continent ORDER BY author_to_organization_ratio DESC;",How does the ratio of authors to organizations differ by continent?,,"SELECT o.continent,
       (COUNT(a.aid) * 1.0) / COUNT(o.oid) AS author_to_org_ratio
FROM
ORGANIZATION o
LEFT JOIN author a ON o.oid = a.oid
GROUP BY o.continent;",,INCORRECT RESULTS,0,0,0,0,0,8.06,1682,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.44
academic,sqlite,ratio,"SELECT publication.year, COUNT(DISTINCT publication.pid) AS num_publications, COUNT(DISTINCT publication.jid) AS num_journals, CAST(COUNT(DISTINCT publication.pid) AS REAL) / NULLIF(COUNT(DISTINCT publication.jid), 0) AS ratio FROM publication GROUP BY publication.year ORDER BY publication.year NULLS LAST;",How does the ratio of publications to journals change over the years? Return the annual numbers of publications and journals as well.,,"SELECT YEAR,
       COUNT(pid) AS publication_count,
       COUNT(DISTINCT jid) AS journal_count,
       CAST(COUNT(pid) AS REAL) / COUNT(DISTINCT jid) AS pub_to_journal_ratio
FROM publication
GROUP BY YEAR
ORDER BY YEAR;",,,0,1,0,0,0,3.73,1441,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.33
academic,sqlite,ratio,"SELECT CAST(COUNT(DISTINCT CASE WHEN NOT cid IS NULL THEN pid END) AS REAL) / NULLIF(COUNT(DISTINCT CASE WHEN NOT jid IS NULL THEN pid END), 0) AS ratio FROM publication;",What is the ratio of publications presented in conferences to publications published in journals?,,"SELECT
  (SELECT COUNT(*)
   FROM publication
   WHERE cid IS NOT NULL) * 1.0 /
  (SELECT COUNT(*)
   FROM publication
   WHERE jid IS NOT NULL) AS ratio;",,,0,1,0,0,0,4.41,1219,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.23
academic,sqlite,ratio,"SELECT CAST(COUNT(DISTINCT publication.pid) AS REAL) / NULLIF(COUNT(DISTINCT author.aid), 0) AS publication_to_author_ratio FROM publication, author;",What is the ratio of publications to authors in the database?,,"SELECT (1.0 *
          (SELECT COUNT(*)
           FROM publication)) /
  (SELECT COUNT(*)
   FROM author) AS publication_to_author_ratio;",,,0,1,0,0,0,3.72,1206,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.23
academic,sqlite,ratio,"SELECT domain_publication.did, CAST(COUNT(DISTINCT domain_publication.pid) AS REAL) / NULLIF(COUNT(DISTINCT domain_keyword.kid), 0) AS publication_to_keyword_ratio FROM domain_publication LEFT JOIN domain_keyword ON domain_publication.did = domain_keyword.did GROUP BY domain_publication.did ORDER BY publication_to_keyword_ratio DESC;SELECT domain_publication.did, CAST(COUNT(DISTINCT domain_publication.pid) AS REAL) / NULLIF(COUNT(DISTINCT domain_keyword.kid), 0) AS publication_to_keyword_ratio FROM domain_keyword LEFT JOIN domain_publication ON domain_publication.did = domain_keyword.did GROUP BY domain_publication.did ORDER BY publication_to_keyword_ratio DESC;SELECT d.did, COALESCE(CAST(COUNT(DISTINCT dp.pid) AS REAL) / NULLIF(COUNT(DISTINCT dk.kid), 0), 0) AS publication_to_keyword_ratio FROM domain AS d LEFT JOIN domain_publication AS dp ON d.did = dp.did LEFT JOIN domain_keyword AS dk ON d.did = dk.did GROUP BY d.did ORDER BY publication_to_keyword_ratio DESC;",What is the ratio of the total number of publications to the total number of keywords within each domain ID? Show all domain IDs.,,"SELECT d.did,
       CASE
           WHEN COUNT(DISTINCT dk.kid) = 0 THEN 0
           ELSE CAST(COUNT(DISTINCT dp.pid) AS FLOAT) / COUNT(DISTINCT dk.kid)
       END AS ratio
FROM DOMAIN d
LEFT JOIN domain_publication dp ON d.did = dp.did
LEFT JOIN domain_keyword dk ON d.did = dk.did
GROUP BY d.did;",,,0,1,0,0,0,7.87,1730,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.46
academic,sqlite,table_join,"SELECT conference.name, COUNT(publication.pid) AS num_publications FROM publication JOIN conference ON publication.cid = conference.cid GROUP BY conference.name, conference.cid ORDER BY num_publications DESC;","How many publications were presented at each conference, ordered by the number of publications in descending order? Give the names of the conferences and their corresponding number of publications.",,"SELECT conference.name,
       COUNT(publication.pid) AS num_publications
FROM conference
JOIN publication ON conference.cid = publication.cid
GROUP BY conference.name
ORDER BY num_publications DESC;",,,0,1,0,0,0,3.36,1237,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.24
academic,sqlite,table_join,SELECT COUNT(DISTINCT publication.pid) FROM publication JOIN journal ON publication.jid = journal.jid WHERE LOWER(journal.name) LIKE LOWER('J%');,"How many publications were published in journals whose names start with the letter ""J""?",,"SELECT COUNT(*)
FROM publication
JOIN journal ON publication.jid = journal.jid
WHERE journal.name LIKE 'J%';",,,0,1,0,0,0,3.03,1017,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.14
academic,sqlite,table_join,"SELECT journal.name, COUNT(publication.pid) AS total_publications FROM publication JOIN journal ON publication.jid = journal.jid GROUP BY journal.name ORDER BY total_publications DESC;SELECT journal.jid, COUNT(publication.pid) AS total_publications FROM publication JOIN journal ON publication.jid = journal.jid GROUP BY journal.jid ORDER BY total_publications DESC;SELECT journal.name, journal.jid, COUNT(publication.pid) AS total_publications FROM publication JOIN journal ON publication.jid = journal.jid GROUP BY journal.name, journal.jid ORDER BY total_publications DESC;SELECT journal.name, COUNT(publication.pid) AS total_publications FROM journal LEFT JOIN publication ON journal.jid = publication.jid GROUP BY journal.name ORDER BY total_publications DESC;SELECT journal.jid, COUNT(publication.pid) AS total_publications FROM journal LEFT JOIN publication ON journal.jid = publication.jid GROUP BY journal.jid ORDER BY total_publications DESC;SELECT journal.name, journal.jid, COUNT(publication.pid) AS total_publications FROM journal LEFT JOIN publication ON journal.jid = publication.jid GROUP BY journal.name, journal.jid ORDER BY total_publications DESC;","What is the total number of publications in each journal, ordered by the number of publications in descending order?",,"SELECT j.name AS journal_name,
       COUNT(p.pid) AS total_publications
FROM publication p
JOIN journal j ON p.jid = j.jid
GROUP BY j.name
ORDER BY total_publications DESC;",,,0,1,0,0,0,2.83,1168,,,,"Use the following table aliases when referencing tables in the query:
-- cite AS c
-- author AS a
-- domain AS d
-- writes AS w
-- journal AS j
-- keyword AS k
-- conference AS co
-- publication AS p
-- organization AS o
-- domain_author AS da
-- domain_journal AS dj
-- domain_keyword AS dk
-- domain_conference AS dc
-- domain_publication AS dp
-- publication_keyword AS pk
",,,,,,,,False,0.21
