question,sql,similar_queries,response,extracted_python_code
Retrieves the top 3 suppliers with the highest total sales for each region,"WITH SupplierSales AS (SELECT r_name AS region_name, s_name AS supplier_name, SUM(l_extendedprice * l_quantity) AS total_sales FROM region JOIN nation ON r_regionkey = n_regionkey JOIN supplier ON n_nationkey = s_nationkey JOIN lineitem ON s_suppkey = l_suppkey JOIN orders ON l_orderkey = o_orderkey GROUP BY r_name, s_name) SELECT region_name, supplier_name, total_sales FROM (SELECT region_name, supplier_name, total_sales, ROW_NUMBER() OVER (PARTITION BY region_name ORDER BY total_sales DESC) AS rank FROM SupplierSales) WHERE rank <= 3;",,"Okay, I understand the requirement. Here's the breakdown of the task:

1.  Calculate the total sales for each supplier within each region. Total sales is defined as `extended_price * quantity`.
2.  Rank the suppliers within each region based on their total sales.
3.  Select the top 3 suppliers from each region based on their rank.
4.  Display the region name, supplier name, and total sales for these top suppliers.

Here's the PyDough code to achieve this:

```python
region_supplier_sales = regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    supplier_name=name,
    region_name=region_name,
    total_sales=SUM(lines.extended_price * lines.quantity)
)

ranked_suppliers = region_supplier_sales.CALCULATE(
    region_name=region_name,
    supplier_name=supplier_name,
    total_sales=total_sales,
    supplier_rank=RANKING(by=total_sales.DESC(), levels=2)
).WHERE(supplier_rank <= 3)
```

Explanation:

1.  `region_supplier_sales`: This calculates the total sales for each supplier within each region.
    *   It starts with the `regions` collection and calculates the `region_name`.
    *   Then, it navigates to the `nations` and then to the `suppliers` sub-collections.
    *   It calculates the `supplier_name`, `region_name`, and `total_sales` (sum of `extended_price * quantity` from the `lines` collection).
2.  `ranked_suppliers`: This ranks the suppliers within each region based on their total sales and filters for the top 3.
    *   It takes the `region_supplier_sales` collection and calculates the `region_name`, `supplier_name`, and `total_sales`.
    *   It uses the `RANKING` function to assign a rank to each supplier within each region based on their `total_sales` in descending order (`total_sales.DESC()`). The `levels=2` argument ensures that the ranking is done within each region.
    *   Finally, it filters the results using `WHERE(supplier_rank <= 3)` to select only the top 3 suppliers from each region.
","region_supplier_sales = regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    supplier_name=name,
    region_name=region_name,
    total_sales=SUM(lines.extended_price * lines.quantity)
)

ranked_suppliers = region_supplier_sales.CALCULATE(
    region_name=region_name,
    supplier_name=supplier_name,
    total_sales=total_sales,
    supplier_rank=RANKING(by=total_sales.DESC(), levels=2)
).WHERE(supplier_rank <= 3)"
"For each European country, list the number of customers and the number of orders they placed in 1995, including customers who didn't place any orders that year.","SELECT n_name AS country_name, COUNT(DISTINCT c_custkey) AS total_customers, COUNT(DISTINCT CASE WHEN o_orderdate >= '1995-01-01' AND o_orderdate <= '1995-12-31' THEN o_orderkey END) AS total_orders_1995 FROM nation JOIN region ON n_regionkey = r_regionkey JOIN customer ON n_nationkey = c_nationkey LEFT JOIN orders ON c_custkey = o_custkey WHERE r_name = 'EUROPE' GROUP BY n_name;",,"Okay, let's break this down. We need to:

1. Filter for European countries.
2. For each European country, count the number of customers.
3. For each European country, count the number of orders placed in 1995, including customers who didn't place any orders that year.

The error message 'Cannot select type of argument 0 out of \[customers.orders.WHERE(YEAR(order\_date) == 1995)]' indicates that we are trying to use a collection (customers.orders.WHERE(YEAR(order\_date) == 1995)) directly within the `SUM` function, which expects a singular expression.  We need to count the number of orders, so we should be using `COUNT` instead of `SUM`.

Here's how we can approach this in PyDough:

```python
european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
)
```

Explanation:

1. `nations.WHERE(region.name == ""EUROPE"")`: This filters the `nations` collection to include only nations that belong to the ""EUROPE"" region.
2. `.CALCULATE(...)`: This calculates the required fields for each European nation:
   * `nation_name=name`: This selects the name of the nation.
   * `num_customers=COUNT(customers)`: This counts the total number of customers in each nation.
   * `num_orders_1995=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))`: This counts the number of orders placed in 1995 by customers in each nation. The `COUNT` function is used to count the orders.
```python
european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
)
```","european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
)"
Retrieve the customer name of the customers who placed more orders in 1995 than in 1994,"SELECT c_name AS customer_name FROM customer JOIN orders ON c_custkey = o_custkey WHERE (strftime('%Y', o_orderdate) = '1994' OR strftime('%Y', o_orderdate) = '1995') GROUP BY c_custkey, c_name HAVING SUM(CASE WHEN strftime('%Y', o_orderdate) = '1995' THEN 1 ELSE 0 END) > SUM(CASE WHEN strftime('%Y', o_orderdate) = '1994' THEN 1 ELSE 0 END);",,"Okay, let's break this down. We need to find customers who placed more orders in 1995 than in 1994. Here's how we can approach this:

1.  **Access the `customers` collection.**
2.  **Calculate the number of orders placed by each customer in 1995.**
3.  **Calculate the number of orders placed by each customer in 1994.**
4.  **Filter for customers where the order count in 1995 is greater than the order count in 1994.**
5.  **Return the customer's name.**

Here's the PyDough code:

```python
customer_orders = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)
```

Explanation:

*   We start with the `customers` collection.
*   We use `CALCULATE` to create three new fields: `customer_name` (to store the customer's name), `orders_1995` (to store the number of orders in 1995), and `orders_1994` (to store the number of orders in 1994).
*   `COUNT(orders.WHERE(YEAR(order_date) == 1995))` counts the number of orders placed by each customer in 1995.
*   `COUNT(orders.WHERE(YEAR(order_date) == 1994))` counts the number of orders placed by each customer in 1994.
*   We use `WHERE(orders_1995 > orders_1994)` to filter for customers where the number of orders in 1995 is greater than the number of orders in 1994.
*   Finally, we use `CALCULATE(customer_name=customer_name)` to select only the customer's name for the final result.
","customer_orders = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)"
Which is the average order value per Nation? List the nation name and average order value. The order value is defined as extended_price * quantity,"SELECT n_name AS nation_name, AVG(l_extendedprice * l_quantity) AS average_order_value FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name;",,"Okay, let's analyze this request:

1.  Apply `PARTITION` in the `nations` collection, partitioning it by `name`.
2.  Calculate the average order value.
3.  Return the `nation_name` and `average_order_value`.
4.  Definition: `average_order_value` = `AVG(extended_price * quantity)`

First, I need to understand the relationships in the database:

*   `nations` has `customers`
*   `customers` has `orders`
*   `orders` has `lines`
*   `lines` has `extended_price` and `quantity`

So to calculate the average order value per nation, we need to:

1.  Partition the `nations` collection by `name`.
2.  For each nation, access its customers, then their orders, and then the lines in those orders.
3.  Calculate `extended_price * quantity` for each line.
4.  Calculate the average of these values for each nation.
5.  Return the nation's name and the calculated average order value.

Here's the PyDough code I'll generate:

```python
nation_avg_order_value = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)
)
```

This code:

1.  Partitions the `nations` collection by `name`, naming the partition `nation_group`.
2.  Calculates the `average_order_value` for each partition by accessing the customers, orders, and lines within each nation.
3.  Calculates the `order_value` for each line as `extended_price * quantity`.
4.  Averages these `order_value` across all lines within each nation.
5.  Returns the `nation_name` and the calculated `average_order_value`.
","nation_avg_order_value = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)
)"
What 3 product brands saw the largest positive change in quantity sold from 1995 to 1996.,"WITH sales_1995 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1995'
    GROUP BY
        p.p_brand
),

sales_1996 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1996'
    GROUP BY
        p.p_brand
)

SELECT
    s96.p_brand as brand,
    COALESCE(s95.total_quantity, 0) as qty_1995,
    s96.total_quantity as qty_1996,
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) as quantity_change
FROM
    sales_1996 s96
LEFT JOIN
    sales_1995 s95 ON s96.p_brand = s95.p_brand
WHERE
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) > 0
ORDER BY
    quantity_change DESC
LIMIT 3;",,"Okay, let's break this down into smaller parts.

1.  **Partition lines by brand**: We need to group the `lines` collection by the `part.brand`.
2.  **Calculate total quantity sold for each brand in 1995 and 1996**: For each brand, we need to filter the lines for the years 1995 and 1996 and calculate the sum of the `quantity`.
3.  **Calculate the difference in quantity sold between 1996 and 1995**: For each brand, subtract the total quantity sold in 1995 from the total quantity sold in 1996.
4.  **Find the top 3 brands with the largest positive difference**: Filter for brands with a positive difference and then select the top 3 based on the difference in descending order.

Here's the PyDough code:

```python
lines_with_year = lines.CALCULATE(
    brand=part.brand,
    year=YEAR(ship_date),
    quantity=quantity
)

brand_sales = PARTITION(lines_with_year, name='brand_group', by=brand).CALCULATE(
    brand=brand,
    total_quantity_1995=SUM(brand_group.WHERE(year == 1995).quantity),
    total_quantity_1996=SUM(brand_group.WHERE(year == 1996).quantity)
)

brand_difference = brand_sales.CALCULATE(
    brand=brand,
    quantity_difference=DEFAULT_TO(total_quantity_1996, 0) - DEFAULT_TO(total_quantity_1995, 0)
)

top_3_brands = brand_difference.WHERE(quantity_difference > 0).TOP_K(3, by=quantity_difference.DESC())
```

Explanation:

1.  **lines\_with\_year**: We create a new collection `lines_with_year` by adding the `brand` and `year` to the `lines` collection.
2.  **brand\_sales**: We partition the `lines_with_year` collection by `brand` and calculate the total quantity sold for each brand in 1995 and 1996.
3.  **brand\_difference**: We calculate the difference in quantity sold between 1996 and 1995 for each brand. `DEFAULT_TO` is used to handle cases where a brand might not have sales in either 1995 or 1996.
4.  **top\_3\_brands**: We filter for brands with a positive difference and then select the top 3 based on the difference in descending order.
","lines_with_year = lines.CALCULATE(
    brand=part.brand,
    year=YEAR(ship_date),
    quantity=quantity
)

brand_sales = PARTITION(lines_with_year, name='brand_group', by=brand).CALCULATE(
    brand=brand,
    total_quantity_1995=SUM(brand_group.WHERE(year == 1995).quantity),
    total_quantity_1996=SUM(brand_group.WHERE(year == 1996).quantity)
)

brand_difference = brand_sales.CALCULATE(
    brand=brand,
    quantity_difference=DEFAULT_TO(total_quantity_1996, 0) - DEFAULT_TO(total_quantity_1995, 0)
)

top_3_brands = brand_difference.WHERE(quantity_difference > 0).TOP_K(3, by=quantity_difference.DESC())"
"What is the total revenue generated by each customer in 1994? Sorted by total revenue in descending order. The total revenue value is defined as the sum of extended_price * (1 - discount) What is the total revenue generated by each customer in 1994? The total revenue value is defined as the sum of extended_price * (1 - discount). Return the customer key, customer name and total revenue","SELECT c.c_custkey AS custkey, c.c_name AS cust_name, COALESCE(SUM(l.l_extendedprice * (1 - l.l_discount)), 0) AS total_revenue FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey AND strftime('%Y', o.o_orderdate) = '1994' LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey GROUP BY c.c_custkey ORDER BY total_revenue DESC;",,"Okay, let's break down this task:

1.  We need to calculate the total revenue generated by each customer in 1994.
2.  The total revenue is defined as the sum of `extended_price * (1 - discount)` for each line item in the orders placed by the customer in 1994.
3.  We need to sort the results by total revenue in descending order.
4.  We need to return the customer key, customer name, and total revenue.

Here's how we can approach this:

1.  Start with the `customers` collection.
2.  Access the `orders` for each customer.
3.  Filter the orders to include only those placed in 1994.
4.  For each order, access the `lines` and calculate the revenue for each line item as `extended_price * (1 - discount)`.
5.  Sum the line item revenues to get the total revenue for each customer.
6.  Sort the customers by total revenue in descending order.
7.  Select the customer key, customer name, and total revenue.

Here's the PyDough code:

```python
customer_revenue_1994 = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_revenue=SUM(
        orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(
            line_revenue=extended_price * (1 - discount)
        ).line_revenue
    )
).ORDER_BY(total_revenue.DESC())
```

Explanation:

*   We start with the `customers` collection.
*   We use `CALCULATE` to create new fields: `customer_key`, `customer_name`, and `total_revenue`.
*   `customer_key` is assigned the value of the `key` field.
*   `customer_name` is assigned the value of the `name` field.
*   `total_revenue` is calculated as the sum of `line_revenue` for each customer's orders in 1994.
*   We filter the orders to include only those placed in 1994 using `WHERE(YEAR(order_date) == 1994)`.
*   For each order, we access the `lines` and calculate the `line_revenue` as `extended_price * (1 - discount)`.
*   Finally, we sort the results by `total_revenue` in descending order using `ORDER_BY(total_revenue.DESC())`.
","customer_revenue_1994 = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_revenue=SUM(
        orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(
            line_revenue=extended_price * (1 - discount)
        ).line_revenue
    )
).ORDER_BY(total_revenue.DESC())"
"Find all customers whose name ends with a zero and are in the 30-lowest account balances. Show the customer key, name and account balance","SELECT c_custkey, c_name, c_acctbal FROM customer WHERE c_name LIKE '%0' ORDER BY c_acctbal ASC LIMIT 30;",,"Okay, let's break this down into smaller parts.

1.  We need to access the `customers` collection.
2.  We need to filter the customers whose names end with a zero.
3.  We need to find the 30 customers with the lowest account balances.
4.  We need to show the customer key, name, and account balance.

Here's the PyDough code:

```python
customers_with_zero_ending_name_lowest_acctbal = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key, customer_name=name, customer_acctbal=acctbal
)
```

Explanation:

*   `customers.WHERE(ENDSWITH(name, ""0""))`: This filters the customers to include only those whose names end with ""0"".
*   `.TOP_K(30, by=acctbal.ASC())`: This selects the top 30 customers with the lowest account balances (ascending order).
*   `.CALCULATE(customer_key=key, customer_name=name, customer_acctbal=acctbal)`: This selects the customer key, name, and account balance for the filtered and sorted customers.
","customers_with_zero_ending_name_lowest_acctbal = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key, customer_name=name, customer_acctbal=acctbal
)"
"For each of the 5 largest part sizes, find the part of that size with the largest retail price","WITH top_sizes AS (SELECT DISTINCT p_size FROM part ORDER BY p_size DESC LIMIT 5), ranked_parts AS (SELECT p.p_partkey, p.p_name, p.p_size, p.p_retailprice, RANK() OVER (PARTITION BY p.p_size ORDER BY p.p_retailprice DESC) AS price_rank FROM part p WHERE p.p_size IN (SELECT p_size FROM top_sizes)) SELECT p_partkey, p_name, p_size, p_retailprice FROM ranked_parts WHERE price_rank = 1 ORDER BY p_size DESC, p_retailprice DESC;",,"Okay, let's break this down.

1.  We need to partition the `parts` collection by `size`.
2.  We need to find the 5 largest part sizes based on some criteria (since the description is ambiguous, I'll assume it's based on the count of parts for each size).
3.  Within each of those top 5 sizes, we need to rank the parts by `retail_price` and select the top one.

Here's the PyDough code:

```python
partitioned_parts = PARTITION(parts, name='part_group', by=size)

top_5_sizes = partitioned_parts.CALCULATE(
    size=size,
    count=COUNT(part_group)
).TOP_K(5, by=count.DESC())

ranked_parts = top_5_sizes.part_group.CALCULATE(
    part_name=name,
    retail_price=retail_price,
    size=size,
    rank=RANKING(by=retail_price.DESC(), levels=1)
).WHERE(rank == 1)
```

Explanation:

1.  `partitioned_parts = PARTITION(parts, name='part_group', by=size)`: This line partitions the `parts` collection by the `size` attribute. The partitioned data is named `part_group`.
2.  `top_5_sizes = partitioned_parts.CALCULATE(...)`: This calculates the count of parts for each size and selects the top 5 sizes based on the count.
3.  `ranked_parts = top_5_sizes.part_group.CALCULATE(...)`: This accesses the `part_group` (the partitioned data) for each of the top 5 sizes. It then calculates the rank of each part within that size based on the `retail_price` in descending order. Finally, it filters the results to only include the part with the highest `retail_price` (rank == 1) for each size.
","partitioned_parts = PARTITION(parts, name='part_group', by=size)

top_5_sizes = partitioned_parts.CALCULATE(
    size=size,
    count=COUNT(part_group)
).TOP_K(5, by=count.DESC())

ranked_parts = top_5_sizes.part_group.CALCULATE(
    part_name=name,
    retail_price=retail_price,
    size=size,
    rank=RANKING(by=retail_price.DESC(), levels=1)
).WHERE(rank == 1)"
"For each region, calculate the average percentage of purchases made from suppliers in that region belonging to the most common part type shipped from the supplier region to the customer region, averaging across all customer region. Only considers lineitems from June of 1992 where the container is small. To know if a container is small the container should start with SM","WITH part_counts AS (
  SELECT 
    rs.R_NAME AS supp_region,
    rc.R_NAME AS cust_region,
    p.P_TYPE AS p_type,
    COUNT(*) AS type_count
  FROM lineitem l
  JOIN part p ON l.L_PARTKEY = p.P_PARTKEY
  JOIN supplier s ON l.L_SUPPKEY = s.S_SUPPKEY
  JOIN nation ns ON s.S_NATIONKEY = ns.N_NATIONKEY
  JOIN region rs ON ns.N_REGIONKEY = rs.R_REGIONKEY
  JOIN orders o ON l.L_ORDERKEY = o.O_ORDERKEY
  JOIN customer c ON o.O_CUSTKEY = c.C_CUSTKEY
  JOIN nation nc ON c.C_NATIONKEY = nc.N_NATIONKEY
  JOIN region rc ON nc.N_REGIONKEY = rc.R_REGIONKEY
  WHERE l.L_SHIPDATE BETWEEN '1992-06-01' AND '1992-06-30'
    AND  p.P_CONTAINER LIKE 'SM%'
  GROUP BY rs.R_NAME, rc.R_NAME, p.P_TYPE
),
region_customer AS (
  SELECT 
    supp_region,
    cust_region,
    SUM(type_count) AS total_count,
    MAX(type_count) AS max_type_count
  FROM part_counts
  GROUP BY supp_region, cust_region
),
region_avg AS (
  SELECT 
    supp_region,
    AVG(100.0 * max_type_count / total_count) AS avg_percentage
  FROM region_customer
  GROUP BY supp_region
)
SELECT 
  supp_region AS region,
  avg_percentage
FROM region_avg
ORDER BY region;
",,"```python
filtered_lines = TPCH.lines.WHERE((MONTH(ship_date) == 6) & (YEAR(ship_date) == 1992) & STARTSWITH(part.container, ""SM""))

supplier_customer_regions = filtered_lines.CALCULATE(
    supplier_region=supplier.nation.region.name,
    customer_region=order.customer.nation.region.name,
    part_type=part.part_type
)

part_type_counts = PARTITION(supplier_customer_regions, name=""sc_regions"", by=(supplier_region, customer_region, part_type)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type=part_type,
    part_type_count=COUNT(sc_regions)
)

most_common_part_types = PARTITION(part_type_counts, name=""pt_counts"", by=(supplier_region, customer_region)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    most_common_part_type=pt_counts.TOP_K(1, by=part_type_count.DESC()).SINGULAR().part_type
)

percentage_purchases = supplier_customer_regions.CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type=part_type,
    most_common_part_type=most_common_part_types.most_common_part_type,
    is_most_common=IFF(part_type == most_common_part_types.most_common_part_type, 1, 0)
)

average_percentage = PARTITION(percentage_purchases, name=""pp"", by=supplier_region).CALCULATE(
    supplier_region=supplier_region,
    average_percentage=AVG(pp.is_most_common)
)

final_result = average_percentage.CALCULATE(
    supplier_region=supplier_region,
    average_percentage=average_percentage
)
```

Explanation:

1.  **`filtered_lines`**: The original code had an error because it was missing `TPCH` before `lines`. I have added `TPCH.lines` to fix this.
2.  **`part_type_counts`**: The original code was trying to count `sc_regions.part_type` directly, which is incorrect. Instead, I am now counting `sc_regions` to get the count of each `part_type` within each `supplier_region` and `customer_region` partition. Also, I have added `part_type` to the `by` parameter in the `PARTITION` function.
3.  **`most_common_part_types`**: The original code was trying to access `part_type` from `TOP_K` without properly handling the collection. I have added `.SINGULAR()` to extract the `part_type` from the top record.
4.  **`percentage_purchases`**: The original code was missing the `part_type` and `most_common_part_type` in the `CALCULATE` function. I have added them to fix this.
","filtered_lines = TPCH.lines.WHERE((MONTH(ship_date) == 6) & (YEAR(ship_date) == 1992) & STARTSWITH(part.container, ""SM""))

supplier_customer_regions = filtered_lines.CALCULATE(
    supplier_region=supplier.nation.region.name,
    customer_region=order.customer.nation.region.name,
    part_type=part.part_type
)

part_type_counts = PARTITION(supplier_customer_regions, name=""sc_regions"", by=(supplier_region, customer_region, part_type)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type=part_type,
    part_type_count=COUNT(sc_regions)
)

most_common_part_types = PARTITION(part_type_counts, name=""pt_counts"", by=(supplier_region, customer_region)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    most_common_part_type=pt_counts.TOP_K(1, by=part_type_count.DESC()).SINGULAR().part_type
)

percentage_purchases = supplier_customer_regions.CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type=part_type,
    most_common_part_type=most_common_part_types.most_common_part_type,
    is_most_common=IFF(part_type == most_common_part_types.most_common_part_type, 1, 0)
)

average_percentage = PARTITION(percentage_purchases, name=""pp"", by=supplier_region).CALCULATE(
    supplier_region=supplier_region,
    average_percentage=AVG(pp.is_most_common)
)

final_result = average_percentage.CALCULATE(
    supplier_region=supplier_region,
    average_percentage=average_percentage
)"
"Break down how many customers, by country code of their phone number (only including customers from certain country codes), have not placed an order but have an account balance that is above the average for all positive account balances of such customers. Also include the total balance for all such customers for each country code. The country codes to include are 13, 23, 29, 30, 18 and 17.","WITH CountryAvg AS (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        AVG(C_ACCTBAL) AS avg_balance
    FROM Customer
    WHERE C_ACCTBAL > 0
        AND CAST(SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS INTEGER) IN (13, 23, 29, 30, 18, 17)
    GROUP BY country_code
)
SELECT 
    c.country_code,
    COUNT(*) AS customer_count,
    SUM(c.C_ACCTBAL) AS total_balance
FROM (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        C_CUSTKEY,
        C_ACCTBAL
    FROM Customer
) c
LEFT JOIN Orders o ON c.C_CUSTKEY = o.O_CUSTKEY
INNER JOIN CountryAvg ca ON c.country_code = ca.country_code
WHERE o.O_CUSTKEY IS NULL
    AND c.C_ACCTBAL > ca.avg_balance
GROUP BY c.country_code;",,"Okay, let's break this down into smaller parts.

1. **Filter by country code**: We need to filter customers based on the country code of their phone number. The country code is the first 2 or 3 digits of the phone number.
2. **Customers who have not placed an order**: We need to identify customers who have not placed any orders.
3. **Positive account balances**: We need to consider only customers with positive account balances.
4. **Average account balance**: Calculate the average account balance for all customers with positive account balances and the specified country codes.
5. **Customers above average**: Filter customers whose account balance is above the calculated average.
6. **Group by country code**: Group the filtered customers by their country code.
7. **Count customers**: Count the number of customers in each group.
8. **Total balance**: Calculate the total balance for each group.

Here's the PyDough code:

```python
country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) | ISIN(phone[:3], country_codes)
).WHERE(HASNOT(orders) == 1)

positive_balance_customers = filtered_customers.WHERE(acctbal > 0)

average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal

above_average_customers = positive_balance_customers.WHERE(acctbal > average_balance)

customer_summary = PARTITION(above_average_customers, name=""custs"", by=phone[:3]).CALCULATE(
    country_code=phone[:3],
    customer_count=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)
```

Explanation:

1.  `country_codes`: Defines a tuple of country codes to include.
2.  `filtered_customers`: Filters the `customers` collection to include only those with country codes in the `country_codes` list and who have not placed any orders (`HASNOT(orders) == 1`).
3.  `positive_balance_customers`: Filters the `filtered_customers` collection to include only those with positive account balances (`acctbal > 0`).
4.  `average_balance`: Calculates the average account balance for all customers with positive account balances using `CALCULATE` and `AVG`. The `SINGULAR()` function is used to extract the single average value.
5.  `above_average_customers`: Filters the `positive_balance_customers` collection to include only those with account balances above the calculated `average_balance`.
6.  `customer_summary`: Partitions the `above_average_customers` collection by the first 3 digits of their phone number (country code). It then calculates the country code, the number of customers in each group (`customer_count`), and the total balance for each group (`total_balance`).

```python
country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) | ISIN(phone[:3], country_codes)
).WHERE(HASNOT(orders) == 1)

positive_balance_customers = filtered_customers.WHERE(acctbal > 0)

average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal

above_average_customers = positive_balance_customers.WHERE(acctbal > average_balance)

customer_summary = PARTITION(above_average_customers, name=""custs"", by=phone[:3]).CALCULATE(
    country_code=phone[:3],
    customer_count=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)
```

**Reasoning for the fix:**

The original code had an error in the line calculating the average balance:

```python
average_balance = TPCH.CALCULATE(
    avg_acctbal=AVG(positive_balance_customers.acctbal)
).SINGULAR().avg_acctbal
```

The error message `Unrecognized term of simple table collection 'customers' in graph 'TPCH': 'TPCH'` indicates that you cannot directly perform calculations on a collection within `TPCH` like that.  `TPCH` is meant for calculations across the entire dataset, not for operating on a filtered subset of `customers`.

The fix is to calculate the average directly from the `positive_balance_customers` collection:

```python
average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal
```

This calculates the average account balance only for the filtered customers with positive balances, which aligns with the problem description.  The rest of the code remains the same as it correctly implements the other steps in the problem description.
","country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) | ISIN(phone[:3], country_codes)
).WHERE(HASNOT(orders) == 1)

positive_balance_customers = filtered_customers.WHERE(acctbal > 0)

average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal

above_average_customers = positive_balance_customers.WHERE(acctbal > average_balance)

customer_summary = PARTITION(above_average_customers, name=""custs"", by=phone[:3]).CALCULATE(
    country_code=phone[:3],
    customer_count=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)"
