question,sql,similar_queries,response,extracted_python_code
Retrieves the top 3 suppliers with the highest total sales for each region,"WITH SupplierSales AS (SELECT r_name AS region_name, s_name AS supplier_name, SUM(l_extendedprice * l_quantity) AS total_sales FROM region JOIN nation ON r_regionkey = n_regionkey JOIN supplier ON n_nationkey = s_nationkey JOIN lineitem ON s_suppkey = l_suppkey JOIN orders ON l_orderkey = o_orderkey GROUP BY r_name, s_name) SELECT region_name, supplier_name, total_sales FROM (SELECT region_name, supplier_name, total_sales, ROW_NUMBER() OVER (PARTITION BY region_name ORDER BY total_sales DESC) AS rank FROM SupplierSales) WHERE rank <= 3;",,"Okay, I understand the requirement. Here's the breakdown of the task:

1.  Calculate the total sales for each supplier within each region. Total sales is defined as `extended_price * quantity`.
2.  Rank the suppliers within each region based on their total sales.
3.  Select the top 3 suppliers from each region based on their rank.
4.  Display the region name, supplier name, and total sales for these top suppliers.

Here's the PyDough code to achieve this:

```python
region_supplier_sales = regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    supplier_name=name,
    region_name=region_name,
    total_sales=SUM(lines.extended_price * lines.quantity)
)

ranked_suppliers = region_supplier_sales.CALCULATE(
    region_name=region_name,
    supplier_name=supplier_name,
    total_sales=total_sales,
    supplier_rank=RANKING(by=total_sales.DESC(), levels=2)
).WHERE(supplier_rank <= 3)
```

Explanation:

1.  `region_supplier_sales`: This calculates the total sales for each supplier within each region.
    *   It starts with the `regions` collection and calculates the `region_name`.
    *   Then, it navigates to the `nations` and then to the `suppliers` sub-collections.
    *   It calculates the `supplier_name`, `region_name`, and `total_sales` (sum of `extended_price * quantity` from the `lines` collection).
2.  `ranked_suppliers`: This ranks the suppliers within each region based on their total sales and filters for the top 3.
    *   It takes the `region_supplier_sales` collection and calculates the `region_name`, `supplier_name`, and `total_sales`.
    *   It uses the `RANKING` function to assign a rank to each supplier within each region based on their `total_sales` in descending order (`total_sales.DESC()`). The `levels=2` argument ensures that the ranking is done within each region.
    *   Finally, it filters the results using `WHERE(supplier_rank <= 3)` to select only the top 3 suppliers from each region.
","region_supplier_sales = regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    supplier_name=name,
    region_name=region_name,
    total_sales=SUM(lines.extended_price * lines.quantity)
)

ranked_suppliers = region_supplier_sales.CALCULATE(
    region_name=region_name,
    supplier_name=supplier_name,
    total_sales=total_sales,
    supplier_rank=RANKING(by=total_sales.DESC(), levels=2)
).WHERE(supplier_rank <= 3)"
"For each European country, list the number of customers and the number of orders they placed in 1995, including customers who didn't place any orders that year.","SELECT n_name AS country_name, COUNT(DISTINCT c_custkey) AS total_customers, COUNT(DISTINCT CASE WHEN o_orderdate >= '1995-01-01' AND o_orderdate <= '1995-12-31' THEN o_orderkey END) AS total_orders_1995 FROM nation JOIN region ON n_regionkey = r_regionkey JOIN customer ON n_nationkey = c_nationkey LEFT JOIN orders ON c_custkey = o_custkey WHERE r_name = 'EUROPE' GROUP BY n_name;",,"Okay, let's break down this request. We need to:

1.  Filter for European countries.
2.  For each European country, count the number of customers.
3.  For each European country, count the number of orders placed in 1995, including customers who didn't place any orders that year.

Here's how we can approach this in PyDough:

```python
european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=SUM(customers.CALCULATE(num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))).num_orders)
)
```

Explanation:

1.  `nations.WHERE(region.name == ""EUROPE"")`: This filters the `nations` collection to include only nations in the ""EUROPE"" region.
2.  `.CALCULATE(...)`: This calculates the required fields for each European nation.
    *   `nation_name=name`: This selects the name of the nation.
    *   `num_customers=COUNT(customers)`: This counts the total number of customers in each nation.
    *   `num_orders_1995=SUM(customers.CALCULATE(num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))).num_orders)`: This calculates the number of orders placed in 1995 for each nation. It first calculates the number of orders placed in 1995 for each customer using `customers.CALCULATE(num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995)))` and then sums these counts for all customers in the nation using `SUM(...)`. This ensures that customers who didn't place any orders in 1995 are also included in the customer count.
","european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=SUM(customers.CALCULATE(num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))).num_orders)
)"
Retrieve the customer name of the customers who placed more orders in 1995 than in 1994,"SELECT c_name AS customer_name FROM customer JOIN orders ON c_custkey = o_custkey WHERE (strftime('%Y', o_orderdate) = '1994' OR strftime('%Y', o_orderdate) = '1995') GROUP BY c_custkey, c_name HAVING SUM(CASE WHEN strftime('%Y', o_orderdate) = '1995' THEN 1 ELSE 0 END) > SUM(CASE WHEN strftime('%Y', o_orderdate) = '1994' THEN 1 ELSE 0 END);",,"Okay, let's break this down. We need to find customers who placed more orders in 1995 than in 1994. Here's how we can approach this:

1.  **Access the `customers` collection.**
2.  **Calculate the number of orders placed by each customer in 1995.**
3.  **Calculate the number of orders placed by each customer in 1994.**
4.  **Filter for customers where the order count in 1995 is greater than the order count in 1994.**
5.  **Return the customer's name.**

Here's the PyDough code:

```python
customer_orders = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)
```

Explanation:

*   We start with the `customers` collection.
*   We use `CALCULATE` to create three new fields: `customer_name` (to store the customer's name), `orders_1995` (to store the number of orders in 1995), and `orders_1994` (to store the number of orders in 1994).
*   `COUNT(orders.WHERE(YEAR(order_date) == 1995))` counts the number of orders placed by each customer in 1995.
*   `COUNT(orders.WHERE(YEAR(order_date) == 1994))` counts the number of orders placed by each customer in 1994.
*   We use `WHERE(orders_1995 > orders_1994)` to filter for customers where the number of orders in 1995 is greater than the number of orders in 1994.
*   Finally, we use `CALCULATE(customer_name=customer_name)` to select only the customer's name for the final result.
","customer_orders = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)"
Which is the average order value per Nation? List the nation name and average order value. The order value is defined as extended_price * quantity,"SELECT n_name AS nation_name, AVG(l_extendedprice * l_quantity) AS average_order_value FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name;",,"Okay, let's analyze this request:

1.  Apply `PARTITION` in the `nations` collection, partitioning it by `name`.
2.  Calculate the average order value.
3.  Return the `nation_name` and `average_order_value`.
4.  Definition: `average_order_value` = `AVG(extended_price * quantity)`

First, I need to understand the relationships in the database:

*   `nations` has `customers`
*   `customers` has `orders`
*   `orders` has `lines`
*   `lines` has `extended_price` and `quantity`

So to calculate the average order value per nation, we need to:

1.  Partition the `nations` collection by `name`.
2.  For each nation, access its customers, then their orders, and then the lines in those orders.
3.  Calculate `extended_price * quantity` for each line.
4.  Calculate the average of these values for each nation.
5.  Return the nation's name and the calculated average order value.

Here's the PyDough code I'll generate:

```python
nation_avg_order_value = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)
)
```

This code:

1.  Partitions the `nations` collection by `name`, naming the partition `nation_group`.
2.  Calculates the `average_order_value` for each partition by accessing the customers, orders, and lines within each nation.
3.  Calculates the `order_value` for each line as `extended_price * quantity`.
4.  Averages these `order_value` across all lines within each nation.
5.  Returns the `nation_name` and the calculated `average_order_value`.
","nation_avg_order_value = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)
)"
What 3 product brands saw the largest positive change in quantity sold from 1995 to 1996.,"WITH sales_1995 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1995'
    GROUP BY
        p.p_brand
),

sales_1996 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1996'
    GROUP BY
        p.p_brand
)

SELECT
    s96.p_brand as brand,
    COALESCE(s95.total_quantity, 0) as qty_1995,
    s96.total_quantity as qty_1996,
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) as quantity_change
FROM
    sales_1996 s96
LEFT JOIN
    sales_1995 s95 ON s96.p_brand = s95.p_brand
WHERE
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) > 0
ORDER BY
    quantity_change DESC
LIMIT 3;",,"```python
line_parts = lines.CALCULATE(
    part_brand=part.brand,
    order_year=YEAR(order.order_date),
    line_quantity=quantity
)

brand_sales = PARTITION(line_parts, name='brand_group', by=part_brand).CALCULATE(
    brand_name=part_brand,
    quantity_1995=SUM(brand_group.WHERE(order_year == 1995).line_quantity),
    quantity_1996=SUM(brand_group.WHERE(order_year == 1996).line_quantity)
)

difference = brand_sales.CALCULATE(
    brand_name=brand_name,
    quantity_1995=quantity_1995,
    quantity_1996=quantity_1996,
    difference=quantity_1996 - quantity_1995
).WHERE(difference > 0).TOP_K(3, by=difference.DESC())
```

**Explanation:**

The error `name 'difference' is not defined` occurred because the final result was not assigned to a variable. The code was corrected by assigning the result of the entire operation to the variable `difference`. Additionally, the variables `brand` and `year` were changed to `part_brand` and `order_year` to avoid confusion with the collection names.
","line_parts = lines.CALCULATE(
    part_brand=part.brand,
    order_year=YEAR(order.order_date),
    line_quantity=quantity
)

brand_sales = PARTITION(line_parts, name='brand_group', by=part_brand).CALCULATE(
    brand_name=part_brand,
    quantity_1995=SUM(brand_group.WHERE(order_year == 1995).line_quantity),
    quantity_1996=SUM(brand_group.WHERE(order_year == 1996).line_quantity)
)

difference = brand_sales.CALCULATE(
    brand_name=brand_name,
    quantity_1995=quantity_1995,
    quantity_1996=quantity_1996,
    difference=quantity_1996 - quantity_1995
).WHERE(difference > 0).TOP_K(3, by=difference.DESC())"
"What is the total revenue generated by each customer in 1994? Sorted by total revenue in descending order. The total revenue value is defined as the sum of extended_price * (1 - discount) What is the total revenue generated by each customer in 1994? The total revenue value is defined as the sum of extended_price * (1 - discount). Return the customer key, customer name and total revenue","SELECT c.c_custkey AS custkey, c.c_name AS cust_name, COALESCE(SUM(l.l_extendedprice * (1 - l.l_discount)), 0) AS total_revenue FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey AND strftime('%Y', o.o_orderdate) = '1994' LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey GROUP BY c.c_custkey ORDER BY total_revenue DESC;",,"Okay, let's break down this task:

1.  We need to calculate the total revenue generated by each customer in 1994.
2.  The total revenue is defined as the sum of `extended_price * (1 - discount)` for each line item in the orders placed by the customer in 1994.
3.  We need to sort the results by total revenue in descending order.
4.  We need to return the customer key, customer name, and total revenue.

Here's how we can approach this:

1.  Start with the `customers` collection.
2.  Access the `orders` for each customer.
3.  Filter the orders to include only those placed in 1994.
4.  For each order, access the `lines` and calculate the revenue for each line item as `extended_price * (1 - discount)`.
5.  Sum the line item revenues to get the total revenue for each customer.
6.  Sort the customers by total revenue in descending order.
7.  Select the customer key, customer name, and total revenue.

Here's the PyDough code:

```python
customer_revenue_1994 = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_revenue=SUM(
        orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(
            line_revenue=extended_price * (1 - discount)
        ).line_revenue
    )
).ORDER_BY(total_revenue.DESC())
```

Explanation:

*   We start with the `customers` collection.
*   We use `CALCULATE` to create new fields: `customer_key`, `customer_name`, and `total_revenue`.
*   `customer_key` is assigned the value of the `key` field.
*   `customer_name` is assigned the value of the `name` field.
*   `total_revenue` is calculated as the sum of `line_revenue` for each customer's orders in 1994.
*   We filter the orders to include only those placed in 1994 using `WHERE(YEAR(order_date) == 1994)`.
*   For each order, we access the `lines` and calculate the `line_revenue` as `extended_price * (1 - discount)`.
*   Finally, we sort the results by `total_revenue` in descending order using `ORDER_BY(total_revenue.DESC())`.
","customer_revenue_1994 = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_revenue=SUM(
        orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(
            line_revenue=extended_price * (1 - discount)
        ).line_revenue
    )
).ORDER_BY(total_revenue.DESC())"
"Find all customers whose name ends with a zero and are in the 30-lowest account balances. Show the customer key, name and account balance","SELECT c_custkey, c_name, c_acctbal FROM customer WHERE c_name LIKE '%0' ORDER BY c_acctbal ASC LIMIT 30;",,"Okay, let's break this down into smaller parts.

1.  We need to access the `customers` collection.
2.  We need to filter the customers whose names end with a zero.
3.  We need to find the 30 customers with the lowest account balances.
4.  We need to show the customer key, name, and account balance.

Here's the PyDough code:

```python
customers_with_zero_ending_name_lowest_acctbal = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key, customer_name=name, customer_acctbal=acctbal
)
```

Explanation:

*   `customers.WHERE(ENDSWITH(name, ""0""))`: This filters the customers to include only those whose names end with ""0"".
*   `.TOP_K(30, by=acctbal.ASC())`: This selects the top 30 customers with the lowest account balances (ascending order).
*   `.CALCULATE(customer_key=key, customer_name=name, customer_acctbal=acctbal)`: This selects the customer key, name, and account balance for the filtered and sorted customers.
","customers_with_zero_ending_name_lowest_acctbal = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key, customer_name=name, customer_acctbal=acctbal
)"
"For each of the 5 largest part sizes, find the part of that size with the largest retail price","WITH top_sizes AS (SELECT DISTINCT p_size FROM part ORDER BY p_size DESC LIMIT 5), ranked_parts AS (SELECT p.p_partkey, p.p_name, p.p_size, p.p_retailprice, RANK() OVER (PARTITION BY p.p_size ORDER BY p.p_retailprice DESC) AS price_rank FROM part p WHERE p.p_size IN (SELECT p_size FROM top_sizes)) SELECT p_partkey, p_name, p_size, p_retailprice FROM ranked_parts WHERE price_rank = 1 ORDER BY p_size DESC, p_retailprice DESC;",,"Okay, let's break this down.

1.  We need to partition the `parts` collection by `size`.
2.  We need to find the 5 largest part sizes based on the count of parts in each size.
3.  Within each of the top 5 part sizes, we need to rank the parts by `retail_price` and select the top one.

Here's the PyDough code:

```python
partitioned_parts = PARTITION(parts, name='part_group', by=size).CALCULATE(
    size=size,
    count=COUNT(part_group)
).TOP_K(5, by=count.DESC()).part_group.CALCULATE(
    part_name=name,
    retail_price=retail_price,
    rank=RANKING(by=retail_price.DESC(), levels=1)
).WHERE(rank == 1)
```

Explanation:

1.  `PARTITION(parts, name='part_group', by=size)`: This partitions the `parts` collection by the `size` attribute, naming the resulting groups `part_group`.
2.  `.CALCULATE(size=size, count=COUNT(part_group))`: For each group, it calculates the `size` and the `count` of parts within that size.
3.  `.TOP_K(5, by=count.DESC())`: This selects the top 5 part sizes based on the count of parts in each size.
4.  `.part_group.CALCULATE(part_name=name, retail_price=retail_price, rank=RANKING(by=retail_price.DESC(), levels=1))`: This accesses the `part_group` collection and calculates the `part_name`, `retail_price`, and the rank of each part within its size group based on the `retail_price` in descending order. The `levels=1` argument ensures that the ranking is done within each size group.
5.  `.WHERE(rank == 1)`: This filters the results to only include the part with the highest `retail_price` within each of the top 5 sizes.
","partitioned_parts = PARTITION(parts, name='part_group', by=size).CALCULATE(
    size=size,
    count=COUNT(part_group)
).TOP_K(5, by=count.DESC()).part_group.CALCULATE(
    part_name=name,
    retail_price=retail_price,
    rank=RANKING(by=retail_price.DESC(), levels=1)
).WHERE(rank == 1)"
"For each region, calculate the average percentage of purchases made from suppliers in that region belonging to the most common part type shipped from the supplier region to the customer region, averaging across all customer region. Only considers lineitems from June of 1992 where the container is small. To know if a container is small the container should start with SM","WITH part_counts AS (
  SELECT 
    rs.R_NAME AS supp_region,
    rc.R_NAME AS cust_region,
    p.P_TYPE AS p_type,
    COUNT(*) AS type_count
  FROM lineitem l
  JOIN part p ON l.L_PARTKEY = p.P_PARTKEY
  JOIN supplier s ON l.L_SUPPKEY = s.S_SUPPKEY
  JOIN nation ns ON s.S_NATIONKEY = ns.N_NATIONKEY
  JOIN region rs ON ns.N_REGIONKEY = rs.R_REGIONKEY
  JOIN orders o ON l.L_ORDERKEY = o.O_ORDERKEY
  JOIN customer c ON o.O_CUSTKEY = c.C_CUSTKEY
  JOIN nation nc ON c.C_NATIONKEY = nc.N_NATIONKEY
  JOIN region rc ON nc.N_REGIONKEY = rc.R_REGIONKEY
  WHERE l.L_SHIPDATE BETWEEN '1992-06-01' AND '1992-06-30'
    AND  p.P_CONTAINER LIKE 'SM%'
  GROUP BY rs.R_NAME, rc.R_NAME, p.P_TYPE
),
region_customer AS (
  SELECT 
    supp_region,
    cust_region,
    SUM(type_count) AS total_count,
    MAX(type_count) AS max_type_count
  FROM part_counts
  GROUP BY supp_region, cust_region
),
region_avg AS (
  SELECT 
    supp_region,
    AVG(100.0 * max_type_count / total_count) AS avg_percentage
  FROM region_customer
  GROUP BY supp_region
)
SELECT 
  supp_region AS region,
  avg_percentage
FROM region_avg
ORDER BY region;
",,"```python
filtered_lines = TPCH.lines.WHERE((YEAR(ship_date) == 1992) & (MONTH(ship_date) == 6) & STARTSWITH(part.container, ""SM""))

supplier_customer_regions = filtered_lines.CALCULATE(
    supplier_region=supplier.nation.region.name,
    customer_region=order.customer.nation.region.name,
    part_type=part.part_type
)

part_type_counts = PARTITION(supplier_customer_regions, name=""sc"", by=(supplier_region, customer_region, part_type)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type=part_type,
    part_type_count=COUNT(sc)
)

most_common_part_types = PARTITION(part_type_counts, name=""ptc"", by=(supplier_region, customer_region)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    most_common_part_type=TOP_K(1, by=part_type_count.DESC()).SINGULAR().part_type
)

percentage_purchases = supplier_customer_regions.CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type = part_type,
    is_most_common=IFF(part_type == most_common_part_types.most_common_part_type, 1, 0)
)

average_percentage = PARTITION(percentage_purchases, name=""pp"", by=supplier_region).CALCULATE(
    supplier_region=supplier_region,
    average_percentage=AVG(pp.is_most_common)
)

final_result = average_percentage.CALCULATE(
    supplier_region=supplier_region,
    average_percentage=average_percentage
)
```

Explanation:

1.  **`filtered_lines`**: The original code had an error because it was missing the `TPCH.` prefix when accessing the `lines` collection. I have corrected this by changing `lines` to `TPCH.lines`.
2.  **`part_type_counts`**: The original code was trying to count `sc.part_type`, but `COUNT` expects a collection. I have corrected this by counting `sc` instead, which represents the group in the partition. Also, I have added `part_type` to the `by` parameter in the `PARTITION` function.
3.  **`most_common_part_types`**: The original code was trying to access `ptc.part_type.TOP_K(1, by=ptc.part_type_count.DESC()).SINGULAR()`, but `TOP_K` returns a collection, and we need to extract the `part_type` from it. I have corrected this by adding `.part_type` at the end of the expression.
4.  **`percentage_purchases`**: Added `part_type = part_type` to CALCULATE to be able to use it in the IFF function.
","filtered_lines = TPCH.lines.WHERE((YEAR(ship_date) == 1992) & (MONTH(ship_date) == 6) & STARTSWITH(part.container, ""SM""))

supplier_customer_regions = filtered_lines.CALCULATE(
    supplier_region=supplier.nation.region.name,
    customer_region=order.customer.nation.region.name,
    part_type=part.part_type
)

part_type_counts = PARTITION(supplier_customer_regions, name=""sc"", by=(supplier_region, customer_region, part_type)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type=part_type,
    part_type_count=COUNT(sc)
)

most_common_part_types = PARTITION(part_type_counts, name=""ptc"", by=(supplier_region, customer_region)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    most_common_part_type=TOP_K(1, by=part_type_count.DESC()).SINGULAR().part_type
)

percentage_purchases = supplier_customer_regions.CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    part_type = part_type,
    is_most_common=IFF(part_type == most_common_part_types.most_common_part_type, 1, 0)
)

average_percentage = PARTITION(percentage_purchases, name=""pp"", by=supplier_region).CALCULATE(
    supplier_region=supplier_region,
    average_percentage=AVG(pp.is_most_common)
)

final_result = average_percentage.CALCULATE(
    supplier_region=supplier_region,
    average_percentage=average_percentage
)"
"Break down how many customers, by country code of their phone number (only including customers from certain country codes), have not placed an order but have an account balance that is above the average for all positive account balances of such customers. Also include the total balance for all such customers for each country code. The country codes to include are 13, 23, 29, 30, 18 and 17.","WITH CountryAvg AS (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        AVG(C_ACCTBAL) AS avg_balance
    FROM Customer
    WHERE C_ACCTBAL > 0
        AND CAST(SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS INTEGER) IN (13, 23, 29, 30, 18, 17)
    GROUP BY country_code
)
SELECT 
    c.country_code,
    COUNT(*) AS customer_count,
    SUM(c.C_ACCTBAL) AS total_balance
FROM (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        C_CUSTKEY,
        C_ACCTBAL
    FROM Customer
) c
LEFT JOIN Orders o ON c.C_CUSTKEY = o.O_CUSTKEY
INNER JOIN CountryAvg ca ON c.country_code = ca.country_code
WHERE o.O_CUSTKEY IS NULL
    AND c.C_ACCTBAL > ca.avg_balance
GROUP BY c.country_code;",,"Okay, let's break this down into smaller parts.

1. **Filter by country code**: We need to filter customers based on the country code of their phone number. The country code is the first 2 or 3 digits of the phone number.
2. **Customers who have not placed an order**: We need to identify customers who have not placed any orders.
3. **Positive account balances**: We need to consider only customers with positive account balances.
4. **Average account balance**: Calculate the average account balance for all customers with positive account balances and the specified country codes.
5. **Customers above average**: Filter customers whose account balance is above the calculated average.
6. **Group by country code**: Group the filtered customers by their country code.
7. **Count customers**: Count the number of customers in each group.
8. **Total balance**: Calculate the total balance for each group.

Here's the PyDough code:

```python
country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) | ISIN(phone[:3], country_codes)
).WHERE(HASNOT(orders) == 1)

positive_balance_customers = filtered_customers.WHERE(acctbal > 0)

average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal

above_average_customers = positive_balance_customers.WHERE(acctbal > average_balance)

customer_summary = PARTITION(above_average_customers, name=""custs"", by=phone[:3]).CALCULATE(
    country_code=phone[:3],
    customer_count=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)
```

Explanation:

1.  `country_codes`: Defines a tuple of country codes to include.
2.  `filtered_customers`: Filters the `customers` collection to include only those with country codes in the `country_codes` list and who have not placed any orders (`HASNOT(orders) == 1`).
3.  `positive_balance_customers`: Filters the `filtered_customers` collection to include only those with positive account balances (`acctbal > 0`).
4.  `average_balance`: Calculates the average account balance for all customers with positive account balances using `CALCULATE` and `AVG`. The `SINGULAR()` function is used to extract the single average value.
5.  `above_average_customers`: Filters the `positive_balance_customers` collection to include only those with account balances above the calculated `average_balance`.
6.  `customer_summary`: Partitions the `above_average_customers` collection by the first 3 digits of their phone number (country code). It then calculates the country code, the number of customers in each group (`customer_count`), and the total balance for each group (`total_balance`).

```python
country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) | ISIN(phone[:3], country_codes)
).WHERE(HASNOT(orders) == 1)

positive_balance_customers = filtered_customers.WHERE(acctbal > 0)

average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal

above_average_customers = positive_balance_customers.WHERE(acctbal > average_balance)

customer_summary = PARTITION(above_average_customers, name=""custs"", by=phone[:3]).CALCULATE(
    country_code=phone[:3],
    customer_count=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)
```

**Reasoning for the fix:**

The original code had an error in the line calculating the average balance:

```python
average_balance = TPCH.CALCULATE(
    avg_acctbal=AVG(positive_balance_customers.acctbal)
).SINGULAR().avg_acctbal
```

The error message `Unrecognized term of simple table collection 'customers' in graph 'TPCH': 'TPCH'` indicates that you cannot directly perform calculations on a collection within `TPCH` like that.  `TPCH` is meant for calculations across the entire dataset, not for operating on a filtered subset of `customers`.

The fix is to calculate the average directly from the `positive_balance_customers` collection:

```python
average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal
```

This calculates the average account balance only for the filtered customers with positive balances, which aligns with the problem description.  The rest of the code remains the same as it correctly implements the other steps in the problem description.
","country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) | ISIN(phone[:3], country_codes)
).WHERE(HASNOT(orders) == 1)

positive_balance_customers = filtered_customers.WHERE(acctbal > 0)

average_balance = positive_balance_customers.CALCULATE(
    avg_acctbal=AVG(acctbal)
).SINGULAR().avg_acctbal

above_average_customers = positive_balance_customers.WHERE(acctbal > average_balance)

customer_summary = PARTITION(above_average_customers, name=""custs"", by=phone[:3]).CALCULATE(
    country_code=phone[:3],
    customer_count=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)"
Find the names of all customers and the number of orders placed in 1995 in Europe that placed a least one order in that same year. Sorted in descending order by the number of orders.,"SELECT
    c.c_name AS customer_name,
    COUNT(o.o_orderkey) AS order_count
FROM
    customer c
JOIN
    orders o ON c.c_custkey = o.o_custkey
JOIN
    nation n ON c.c_nationkey = n.n_nationkey
WHERE
    strftime('%Y', o.o_orderdate) = '1995'
    AND n.n_regionkey = (
        SELECT r_regionkey
        FROM region
        WHERE r_name = 'EUROPE'
    )
GROUP BY
    c.c_custkey, c.c_name
ORDER BY
    order_count DESC;",,"Okay, let's break this down into smaller parts.

1.  We need to find customers in Europe.
2.  We need to count the number of orders each customer placed in 1995.
3.  We need to filter out customers who didn't place any orders in 1995.
4.  We need to sort the results in descending order by the number of orders.
5.  We need to return the customer's name and the number of orders.

Here's the PyDough code:

```python
european_customer_orders = regions.WHERE(name == ""EUROPE"").nations.customers.CALCULATE(
    customer_name=name,
    num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).WHERE(num_orders > 0).ORDER_BY(num_orders.DESC())
```

Explanation:

1.  `regions.WHERE(name == ""EUROPE"").nations.customers`: This starts from the `regions` collection, filters for the region named ""EUROPE"", and then navigates to the `nations` within that region and then to the `customers` in those nations.
2.  `.CALCULATE(customer_name=name, num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995)))`: This calculates the `customer_name` and the `num_orders` placed by each customer in 1995. The `COUNT` function counts the number of orders where the year is 1995.
3.  `.WHERE(num_orders > 0)`: This filters the results to include only customers who placed at least one order in 1995.
4.  `.ORDER_BY(num_orders.DESC())`: This sorts the results in descending order based on the number of orders.
","european_customer_orders = regions.WHERE(name == ""EUROPE"").nations.customers.CALCULATE(
    customer_name=name,
    num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).WHERE(num_orders > 0).ORDER_BY(num_orders.DESC())"
