question,sql,similar_queries,response,extracted_python_code
Retrieves the top 3 suppliers with the highest total sales for each region,"WITH SupplierSales AS (SELECT r_name AS region_name, s_name AS supplier_name, SUM(l_extendedprice * l_quantity) AS total_sales FROM region JOIN nation ON r_regionkey = n_regionkey JOIN supplier ON n_nationkey = s_nationkey JOIN lineitem ON s_suppkey = l_suppkey JOIN orders ON l_orderkey = o_orderkey GROUP BY r_name, s_name) SELECT region_name, supplier_name, total_sales FROM (SELECT region_name, supplier_name, total_sales, ROW_NUMBER() OVER (PARTITION BY region_name ORDER BY total_sales DESC) AS rank FROM SupplierSales) WHERE rank <= 3;",,"```python
region_supplier_sales = regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    nation_name = nation.name,
    supplier_name=name,
    total_sales=SUM(lines.extended_price * lines.quantity)
).WHERE(RANKING(by=total_sales.DESC(), levels=2, allow_ties=True) <= 3)

result = region_supplier_sales.CALCULATE(region_name = nation.region.name, supplier_name = supplier_name, total_sales = total_sales)
```

**Explanation:**

1.  **Start with the `regions` collection:** This is the highest level of grouping we need.
2.  **Calculate region name:** Use `CALCULATE` to create a `region_name` field.
3.  **Navigate to `nations.suppliers`:** This gets us to the suppliers within each region.
4.  **Calculate supplier-level information:** Use `CALCULATE` to calculate:

    *   `supplier_name`: The name of the supplier.
    *   `total_sales`: The sum of `extended_price * quantity` for each supplier.
5.  **Apply RANKING function:** Use `WHERE` to filter the suppliers based on their rank within each region. The `RANKING` function is used with `levels=2` to rank suppliers within each region (nation.region).
6.  **Final Calculation:** Use `CALCULATE` to select the `region_name`, `supplier_name`, and `total_sales` for the final result.
","region_supplier_sales = regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    nation_name = nation.name,
    supplier_name=name,
    total_sales=SUM(lines.extended_price * lines.quantity)
).WHERE(RANKING(by=total_sales.DESC(), levels=2, allow_ties=True) <= 3)

result = region_supplier_sales.CALCULATE(region_name = nation.region.name, supplier_name = supplier_name, total_sales = total_sales)"
"For each European country, list the number of customers and the number of orders they placed in 1995, including customers who didn't place any orders that year.","SELECT n_name AS country_name, COUNT(DISTINCT c_custkey) AS total_customers, COUNT(DISTINCT CASE WHEN o_orderdate >= '1995-01-01' AND o_orderdate <= '1995-12-31' THEN o_orderkey END) AS total_orders_1995 FROM nation JOIN region ON n_regionkey = r_regionkey JOIN customer ON n_nationkey = c_nationkey LEFT JOIN orders ON c_custkey = o_custkey WHERE r_name = 'EUROPE' GROUP BY n_name;",,"Okay, let's break this down into smaller parts.

1.  We need to consider only European countries.
2.  For each of these countries, we need to count the number of customers and the number of orders placed in 1995.
3.  We need to include customers who didn't place any orders in 1995.

Here's the PyDough code:

```python
european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=SUM(customers.orders.WHERE(YEAR(order_date) == 1995).key)
)
```

Explanation:

1.  We start with the `nations` collection.
2.  We filter the nations to include only those in the ""EUROPE"" region using `WHERE(region.name == ""EUROPE"")`.
3.  We use `CALCULATE` to derive the required fields:
    *   `nation_name`: The name of the nation.
    *   `num_customers`: The total number of customers in that nation, using `COUNT(customers)`.
    *   `num_orders_1995`: The number of orders placed in 1995 by customers in that nation. We achieve this by accessing `customers.orders`, filtering by `YEAR(order_date) == 1995`, and then counting the number of orders using `SUM(customers.orders.WHERE(YEAR(order_date) == 1995).key)`.
","european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    num_customers=COUNT(customers),
    num_orders_1995=SUM(customers.orders.WHERE(YEAR(order_date) == 1995).key)
)"
Retrieve the customer name of the customers who placed more orders in 1995 than in 1994,"SELECT c_name AS customer_name FROM customer JOIN orders ON c_custkey = o_custkey WHERE (strftime('%Y', o_orderdate) = '1994' OR strftime('%Y', o_orderdate) = '1995') GROUP BY c_custkey, c_name HAVING SUM(CASE WHEN strftime('%Y', o_orderdate) = '1995' THEN 1 ELSE 0 END) > SUM(CASE WHEN strftime('%Y', o_orderdate) = '1994' THEN 1 ELSE 0 END);",,"Okay, let's break this down. We need to find customers who placed more orders in 1995 than in 1994. Here's how we can approach this:

1.  **Access the `customers` collection.**
2.  **Calculate the number of orders placed by each customer in 1995.**
3.  **Calculate the number of orders placed by each customer in 1994.**
4.  **Filter for customers where the order count in 1995 is greater than the order count in 1994.**
5.  **Return the customer's name.**

Here's the PyDough code:

```python
customer_order_comparison = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)
```

Explanation:

1.  We start with the `customers` collection.
2.  We use `CALCULATE` to create three new fields:
    *   `customer_name`: The name of the customer.
    *   `orders_1995`: The number of orders placed by the customer in 1995. We use `COUNT` to count the orders and `WHERE` to filter the orders to only include those from 1995.
    *   `orders_1994`: The number of orders placed by the customer in 1994, similar to `orders_1995`.
3.  We use `WHERE` to filter the customers to only include those where `orders_1995` is greater than `orders_1994`.
4.  Finally, we use `CALCULATE` again to select only the `customer_name` field for the final result.
","customer_order_comparison = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)"
Which is the average order value per Nation? List the nation name and average order value. The order value is defined as extended_price * quantity,"SELECT n_name AS nation_name, AVG(l_extendedprice * l_quantity) AS average_order_value FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name;",,"Okay, let's break this down. The user wants to partition the `nations` collection by `name` and then calculate the average order value for each nation. The average order value is defined as the average of `extended_price * quantity`.

Here's the approach:

1.  **Partition**: Partition the `nations` collection by `name`.
2.  **Calculate**: Calculate the average order value for each partition. This involves accessing the customers, their orders, and the lines within those orders to compute the average of `extended_price * quantity`.
3.  **Return**: Return the `nation_name` and `average_order_value`.

Here's the PyDough code:

```python
nation_order_values = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)
)
```

Explanation:

*   `PARTITION(nations, name='nation_group', by=name)`: This partitions the `nations` collection by the `name` field, creating a partition named `nation_group`.
*   `.CALCULATE(...)`: This calculates the required fields for each partition.
    *   `nation_name=name`: This selects the name of the nation.
    *   `average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)`: This calculates the average order value for each nation. It navigates from the nation to its customers, then to their orders, and finally to the lines within those orders. It calculates the `order_value` for each line and then takes the average of these values.
","nation_order_values = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.CALCULATE(order_value=extended_price * quantity).order_value)
)"
What 3 product brands saw the largest positive change in quantity sold from 1995 to 1996.,"WITH sales_1995 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1995'
    GROUP BY
        p.p_brand
),

sales_1996 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1996'
    GROUP BY
        p.p_brand
)

SELECT
    s96.p_brand as brand,
    COALESCE(s95.total_quantity, 0) as qty_1995,
    s96.total_quantity as qty_1996,
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) as quantity_change
FROM
    sales_1996 s96
LEFT JOIN
    sales_1995 s95 ON s96.p_brand = s95.p_brand
WHERE
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) > 0
ORDER BY
    quantity_change DESC
LIMIT 3;",,"Okay, let's break this down into smaller parts.

1.  **Partition by Brand**: We need to group the `lines` collection by the `brand` of the associated `part`.
2.  **Calculate Total Quantity Sold**: For each brand, we need to calculate the total `quantity` sold in 1995 and 1996 separately.
3.  **Calculate the Difference**: Find the difference in total `quantity` sold between 1996 and 1995 for each brand.
4.  **Find Top 3**: Identify the top 3 brands with the largest positive difference.
5.  **Sort**: Sort the results in descending order based on the difference.

Here's the PyDough code:

```python
lines_with_year = lines.CALCULATE(
    year=YEAR(order.order_date),
    brand=part.brand,
    quantity=quantity
)

brand_sales = PARTITION(lines_with_year, name='brand_group', by=brand).CALCULATE(
    brand=brand,
    total_quantity_1995=SUM(brand_group.WHERE(year == 1995).quantity),
    total_quantity_1996=SUM(brand_group.WHERE(year == 1996).quantity)
)

brand_difference = brand_sales.CALCULATE(
    brand=brand,
    quantity_difference=DEFAULT_TO(total_quantity_1996, 0) - DEFAULT_TO(total_quantity_1995, 0)
)

top_3_brands = brand_difference.WHERE(quantity_difference > 0).TOP_K(3, by=quantity_difference.DESC())
```

Explanation:

1.  **lines\_with\_year**: We start by creating a new collection `lines_with_year` from the `lines` collection. This new collection includes the year of the order, the brand of the part, and the quantity.
2.  **brand\_sales**: We then partition `lines_with_year` by `brand` using the `PARTITION` function. Inside the `CALCULATE` function, we calculate the total quantity sold for each brand in 1995 and 1996 by filtering the `brand_group` partition for the respective years and summing the `quantity`.
3.  **brand\_difference**: Next, we calculate the difference in quantity sold between 1996 and 1995 for each brand. The `DEFAULT_TO` function is used to handle cases where a brand might not have sales in either 1995 or 1996, replacing null values with 0.
4.  **top\_3\_brands**: Finally, we filter for brands with a positive quantity difference using `WHERE(quantity_difference > 0)` and then select the top 3 brands with the largest positive difference using `TOP_K(3, by=quantity_difference.DESC())`.
","lines_with_year = lines.CALCULATE(
    year=YEAR(order.order_date),
    brand=part.brand,
    quantity=quantity
)

brand_sales = PARTITION(lines_with_year, name='brand_group', by=brand).CALCULATE(
    brand=brand,
    total_quantity_1995=SUM(brand_group.WHERE(year == 1995).quantity),
    total_quantity_1996=SUM(brand_group.WHERE(year == 1996).quantity)
)

brand_difference = brand_sales.CALCULATE(
    brand=brand,
    quantity_difference=DEFAULT_TO(total_quantity_1996, 0) - DEFAULT_TO(total_quantity_1995, 0)
)

top_3_brands = brand_difference.WHERE(quantity_difference > 0).TOP_K(3, by=quantity_difference.DESC())"
"What is the total revenue generated by each customer in 1994? Sorted by total revenue in descending order. The total revenue value is defined as the sum of extended_price * (1 - discount) What is the total revenue generated by each customer in 1994? The total revenue value is defined as the sum of extended_price * (1 - discount). Return the customer key, customer name and total revenue","SELECT c.c_custkey AS custkey, c.c_name AS cust_name, COALESCE(SUM(l.l_extendedprice * (1 - l.l_discount)), 0) AS total_revenue FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey AND strftime('%Y', o.o_orderdate) = '1994' LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey GROUP BY c.c_custkey ORDER BY total_revenue DESC;",,"Okay, let's break down this task:

1.  We need to calculate the total revenue generated by each customer in 1994.
2.  The total revenue is defined as the sum of `extended_price * (1 - discount)` for each line item in the orders placed by the customer in 1994.
3.  We need to return the customer's key, name, and the calculated total revenue.
4.  Finally, we need to sort the results by total revenue in descending order.

Here's how we can approach this in PyDough:

1.  Start with the `customers` collection.
2.  Access the `orders` for each customer.
3.  Filter the orders to include only those placed in 1994.
4.  For each order, access the `lines` and calculate `extended_price * (1 - discount)`.
5.  Sum these values to get the total revenue for each customer.
6.  Return the customer's key, name, and the calculated total revenue.
7.  Sort the results by total revenue in descending order.

Here's the PyDough code:

```python
customer_revenue_1994 = customers.CALCULATE(
    cust_key=key,
    cust_name=name,
    total_revenue=SUM(
        orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(
            line_revenue=extended_price * (1 - discount)
        ).line_revenue
    )
).ORDER_BY(total_revenue.DESC())
```

Explanation:

*   We start with the `customers` collection.
*   We use `CALCULATE` to create new fields: `cust_key`, `cust_name`, and `total_revenue`.
*   `total_revenue` is calculated by summing the `line_revenue` for each customer.
*   `line_revenue` is calculated as `extended_price * (1 - discount)` for each line item in the orders placed by the customer in 1994.
*   Finally, we use `ORDER_BY` to sort the results by `total_revenue` in descending order.
","customer_revenue_1994 = customers.CALCULATE(
    cust_key=key,
    cust_name=name,
    total_revenue=SUM(
        orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(
            line_revenue=extended_price * (1 - discount)
        ).line_revenue
    )
).ORDER_BY(total_revenue.DESC())"
"Find all customers whose name ends with a zero and are in the 30-lowest account balances. Show the customer key, name and account balance","SELECT c_custkey, c_name, c_acctbal FROM customer WHERE c_name LIKE '%0' ORDER BY c_acctbal ASC LIMIT 30;",,"Okay, let's break down this task:

1.  We need to access the `customers` collection.
2.  We need to filter customers whose names end with ""0"".
3.  We need to find the 30 customers with the lowest account balances.
4.  We need to show the customer key, name, and account balance for these customers.

Here's the PyDough code I'll generate:

```python
customer_info = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key,
    customer_name=name,
    account_balance=acctbal
)
```

This code:

1.  Starts with the `customers` collection.
2.  Filters the customers whose names end with ""0"" using `WHERE(ENDSWITH(name, ""0""))`.
3.  Selects the top 30 customers with the lowest account balances using `TOP_K(30, by=acctbal.ASC())`.
4.  Uses `CALCULATE` to select and rename the customer key, name, and account balance.
","customer_info = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key,
    customer_name=name,
    account_balance=acctbal
)"
"For each of the 5 largest part sizes, find the part of that size with the largest retail price","WITH top_sizes AS (SELECT DISTINCT p_size FROM part ORDER BY p_size DESC LIMIT 5), ranked_parts AS (SELECT p.p_partkey, p.p_name, p.p_size, p.p_retailprice, RANK() OVER (PARTITION BY p.p_size ORDER BY p.p_retailprice DESC) AS price_rank FROM part p WHERE p.p_size IN (SELECT p_size FROM top_sizes)) SELECT p_partkey, p_name, p_size, p_retailprice FROM ranked_parts WHERE price_rank = 1 ORDER BY p_size DESC, p_retailprice DESC;",,"```python
partitioned_parts = PARTITION(parts, name='part_group', by=size).CALCULATE(
    size=size,
    count=COUNT(part_group),
    top_part_ranked=RANKING(by=AVG(part_group.retail_price).DESC(), levels=1)
).part_group.CALCULATE(
    size=size,
    retail_price=retail_price
).WHERE(top_part_ranked == 1).TOP_K(5, by=count.DESC())
```

**Explanation:**

The error message ""Expected an expression, but received a collection"" indicates that the `CALCULATE` function within the `PARTITION` was receiving a collection (`part_group.WHERE(...)`) instead of a singular expression.

The original code was attempting to find the top part within each size group directly within the initial `CALCULATE` of the `PARTITION`. This is problematic because `WHERE` returns a collection, and `CALCULATE` expects a singular expression. Also, the `TOP_K` was being called after the first `CALCULATE` which is incorrect.

The corrected code addresses this in the following ways:

1.  **Partitioning:** The `parts` collection is partitioned by `size`, and each partition is named `part_group`.
2.  **Calculate Count and Ranking:** Inside the `PARTITION`, we calculate the `size` and `count` of parts within each `part_group`. We also calculate the `top_part_ranked` using the `RANKING` function. The `RANKING` function ranks the parts within each `part_group` by `retail_price` in descending order, with `levels=1` indicating that the ranking is done within each group.
3.  **Access part_group and filter:** After the partition, we access the `part_group` collection and calculate the `size` and `retail_price`. Then, we filter the parts where `top_part_ranked == 1` to select only the top part within each size group.
4.  **Select Top 5 Sizes:** Finally, we use `TOP_K(5, by=count.DESC())` to select the top 5 size groups based on the `count` of parts in each group.
","partitioned_parts = PARTITION(parts, name='part_group', by=size).CALCULATE(
    size=size,
    count=COUNT(part_group),
    top_part_ranked=RANKING(by=AVG(part_group.retail_price).DESC(), levels=1)
).part_group.CALCULATE(
    size=size,
    retail_price=retail_price
).WHERE(top_part_ranked == 1).TOP_K(5, by=count.DESC())"
"For each region, calculate the average percentage of purchases made from suppliers in that region belonging to the most common part type shipped from the supplier region to the customer region, averaging across all customer region. Only considers lineitems from June of 1992 where the container is small. To know if a container is small the container should start with SM","WITH part_counts AS (
  SELECT 
    rs.R_NAME AS supp_region,
    rc.R_NAME AS cust_region,
    p.P_TYPE AS p_type,
    COUNT(*) AS type_count
  FROM lineitem l
  JOIN part p ON l.L_PARTKEY = p.P_PARTKEY
  JOIN supplier s ON l.L_SUPPKEY = s.S_SUPPKEY
  JOIN nation ns ON s.S_NATIONKEY = ns.N_NATIONKEY
  JOIN region rs ON ns.N_REGIONKEY = rs.R_REGIONKEY
  JOIN orders o ON l.L_ORDERKEY = o.O_ORDERKEY
  JOIN customer c ON o.O_CUSTKEY = c.C_CUSTKEY
  JOIN nation nc ON c.C_NATIONKEY = nc.N_NATIONKEY
  JOIN region rc ON nc.N_REGIONKEY = rc.R_REGIONKEY
  WHERE l.L_SHIPDATE BETWEEN '1992-06-01' AND '1992-06-30'
    AND  p.P_CONTAINER LIKE 'SM%'
  GROUP BY rs.R_NAME, rc.R_NAME, p.P_TYPE
),
region_customer AS (
  SELECT 
    supp_region,
    cust_region,
    SUM(type_count) AS total_count,
    MAX(type_count) AS max_type_count
  FROM part_counts
  GROUP BY supp_region, cust_region
),
region_avg AS (
  SELECT 
    supp_region,
    AVG(100.0 * max_type_count / total_count) AS avg_percentage
  FROM region_customer
  GROUP BY supp_region
)
SELECT 
  supp_region AS region,
  avg_percentage
FROM region_avg
ORDER BY region;
",,"```python
region_part_type_analysis = regions.CALCULATE(
    supplier_region_name=name,
    avg_purchase_percentage=AVG(
        nations.customers.CALCULATE(
            customer_region_name=nation.region.name,
            purchase_percentage=(
                SUM(
                    orders.lines.WHERE(
                        (MONTH(order_date) == 6) & (YEAR(order_date) == 1992) & STARTSWITH(container, ""SM"") & (supplier.nation.region_key == key)
                    ).CALCULATE(
                        is_most_common_part_type=IFF(part.part_type == orders.lines.WHERE(
                        (MONTH(order_date) == 6) & (YEAR(order_date) == 1992) & STARTSWITH(container, ""SM"") & (supplier.nation.region_key == key)
                    ).CALCULATE(part_type = part.part_type).TOP_K(1, by=COUNT(part_type).DESC()).SINGULAR().part_type, 1, 0)
                    ).is_most_common_part_type
                ) * 100.0 / COUNT(orders.lines.WHERE(
                        (MONTH(order_date) == 6) & (YEAR(order_date) == 1992) & STARTSWITH(container, ""SM"")
                    ))
            )
        )
    )
)
```

**Explanation:**

The error `near ""FROM"": syntax error` typically indicates an issue with how data is being accessed or aggregated, often within nested CALCULATE or aggregation functions. The primary problem in the original code was the incorrect usage of `TOP_K` within the `IFF` condition. `TOP_K` needs to be applied to a collection to determine the most frequent `part_type`.

Here's a breakdown of the changes and why they were made:

1.  **Corrected `TOP_K` Usage:**

    *   The `TOP_K` function is now correctly applied to a sub-collection of `orders.lines` that has been filtered to match the specified criteria (June 1992, container starting with ""SM"", and supplier region).
    *   The `part_type` is calculated before applying the `TOP_K` function.
    *   This ensures that `TOP_K` operates on the appropriate set of `part_type` values to determine the most common one.

2.  **Division for Percentage Calculation:**

    *   To ensure accurate percentage calculation, `100` was changed to `100.0` to perform floating-point division.

3.  **Improved Readability and Structure:**

    *   The code was restructured slightly to enhance readability, especially the nested `CALCULATE` and `WHERE` clauses.

The corrected code addresses the syntax error and aligns with the problem description by:

*   Calculating the average percentage of purchases made from suppliers in each region.
*   Considering only line items from June 1992 where the container starts with ""SM"".
*   Determining the most common `part_type` shipped from the supplier's region to the customer's region.
*   Averaging these percentages across all customer regions for each supplier region.
","region_part_type_analysis = regions.CALCULATE(
    supplier_region_name=name,
    avg_purchase_percentage=AVG(
        nations.customers.CALCULATE(
            customer_region_name=nation.region.name,
            purchase_percentage=(
                SUM(
                    orders.lines.WHERE(
                        (MONTH(order_date) == 6) & (YEAR(order_date) == 1992) & STARTSWITH(container, ""SM"") & (supplier.nation.region_key == key)
                    ).CALCULATE(
                        is_most_common_part_type=IFF(part.part_type == orders.lines.WHERE(
                        (MONTH(order_date) == 6) & (YEAR(order_date) == 1992) & STARTSWITH(container, ""SM"") & (supplier.nation.region_key == key)
                    ).CALCULATE(part_type = part.part_type).TOP_K(1, by=COUNT(part_type).DESC()).SINGULAR().part_type, 1, 0)
                    ).is_most_common_part_type
                ) * 100.0 / COUNT(orders.lines.WHERE(
                        (MONTH(order_date) == 6) & (YEAR(order_date) == 1992) & STARTSWITH(container, ""SM"")
                    ))
            )
        )
    )
)"
"Break down how many customers, by country code of their phone number (only including customers from certain country codes), have not placed an order but have an account balance that is above the average for all positive account balances of such customers. Also include the total balance for all such customers for each country code. The country codes to include are 13, 23, 29, 30, 18 and 17.","WITH CountryAvg AS (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        AVG(C_ACCTBAL) AS avg_balance
    FROM Customer
    WHERE C_ACCTBAL > 0
        AND CAST(SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS INTEGER) IN (13, 23, 29, 30, 18, 17)
    GROUP BY country_code
)
SELECT 
    c.country_code,
    COUNT(*) AS customer_count,
    SUM(c.C_ACCTBAL) AS total_balance
FROM (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        C_CUSTKEY,
        C_ACCTBAL
    FROM Customer
) c
LEFT JOIN Orders o ON c.C_CUSTKEY = o.O_CUSTKEY
INNER JOIN CountryAvg ca ON c.country_code = ca.country_code
WHERE o.O_CUSTKEY IS NULL
    AND c.C_ACCTBAL > ca.avg_balance
GROUP BY c.country_code;",,"```python
country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) & (HASNOT(orders) == 1)
)

avg_positive_balance = TPCH.CALCULATE(
    avg_acctbal=AVG(filtered_customers.KEEP_IF(acctbal, acctbal > 0))
).SINGULAR().avg_acctbal

final_result = PARTITION(
    filtered_customers.WHERE(acctbal > avg_positive_balance),
    name=""cust_group"",
    by=(phone[:2]),
).CALCULATE(
    country_code=phone[:2],
    customer_count=COUNT(cust_group),
    total_balance=SUM(cust_group.acctbal),
)
```

**Explanation of Corrections:**

1.  **Calculate Average Account Balance**: The original code was trying to calculate the average positive account balance directly from `filtered_customers`. However, `AVG` is an aggregation function that should be applied at the highest level, which is `TPCH`. The corrected code calculates the average positive account balance using `TPCH.CALCULATE(avg_acctbal=AVG(filtered_customers.KEEP_IF(acctbal, acctbal > 0)))`. This calculates the average of positive account balances across all filtered customers.
2.  **Partition by Country Code**: The `by` parameter in `PARTITION` function only accepts expressions, not collections or subcollections. The corrected code partitions the filtered customers by the country code derived from their phone number using `by=(phone[:2])`.
","country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

filtered_customers = customers.WHERE(
    ISIN(phone[:2], country_codes) & (HASNOT(orders) == 1)
)

avg_positive_balance = TPCH.CALCULATE(
    avg_acctbal=AVG(filtered_customers.KEEP_IF(acctbal, acctbal > 0))
).SINGULAR().avg_acctbal

final_result = PARTITION(
    filtered_customers.WHERE(acctbal > avg_positive_balance),
    name=""cust_group"",
    by=(phone[:2]),
).CALCULATE(
    country_code=phone[:2],
    customer_count=COUNT(cust_group),
    total_balance=SUM(cust_group.acctbal),
)"
Find the names of all customers and the number of orders placed in 1995 in Europe that placed a least one order in that same year. Sorted in descending order by the number of orders.,"SELECT
    c.c_name AS customer_name,
    COUNT(o.o_orderkey) AS order_count
FROM
    customer c
JOIN
    orders o ON c.c_custkey = o.o_custkey
JOIN
    nation n ON c.c_nationkey = n.n_nationkey
WHERE
    strftime('%Y', o.o_orderdate) = '1995'
    AND n.n_regionkey = (
        SELECT r_regionkey
        FROM region
        WHERE r_name = 'EUROPE'
    )
GROUP BY
    c.c_custkey, c.c_name
ORDER BY
    order_count DESC;",,"Okay, let's break down the task of finding the names of all customers and the number of orders placed in 1995 in Europe that placed a least one order in that same year, sorted in descending order by the number of orders.

Here's the plan:

1.  Start with the `regions` collection and filter for ""EUROPE"".
2.  Access the `nations` within Europe.
3.  Access the `customers` within those nations.
4.  Filter the customers to only include those who placed at least one order in 1995.
5.  Calculate the number of orders placed by each customer in 1995.
6.  Sort the results in descending order by the number of orders.
7.  Return the customer's name and the number of orders.

Here's the PyDough code:

```python
europe_customers_1995 = regions.WHERE(name == ""EUROPE"").nations.customers.CALCULATE(
    customer_name=name,
    num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).WHERE(num_orders > 0).ORDER_BY(num_orders.DESC())
```

Explanation:

*   `regions.WHERE(name == ""EUROPE"")`: Starts with the `regions` collection and filters for the region named ""EUROPE"".
*   `.nations.customers`: Navigates to the `nations` within Europe and then to the `customers` within those nations.
*   `.CALCULATE(customer_name=name, num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995)))`: Calculates the customer's name and the number of orders placed by each customer in 1995.
*   `.WHERE(num_orders > 0)`: Filters the customers to only include those who placed at least one order in 1995.
*   `.ORDER_BY(num_orders.DESC())`: Sorts the results in descending order by the number of orders.
","europe_customers_1995 = regions.WHERE(name == ""EUROPE"").nations.customers.CALCULATE(
    customer_name=name,
    num_orders=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).WHERE(num_orders > 0).ORDER_BY(num_orders.DESC())"
