question,sql,similar_queries,response,extracted_python_code
Retrieves the top 3 suppliers with the highest total sales for each region,"WITH SupplierSales AS (SELECT r_name AS region_name, s_name AS supplier_name, SUM(l_extendedprice * l_quantity) AS total_sales FROM region JOIN nation ON r_regionkey = n_regionkey JOIN supplier ON n_nationkey = s_nationkey JOIN lineitem ON s_suppkey = l_suppkey JOIN orders ON l_orderkey = o_orderkey GROUP BY r_name, s_name) SELECT region_name, supplier_name, total_sales FROM (SELECT region_name, supplier_name, total_sales, ROW_NUMBER() OVER (PARTITION BY region_name ORDER BY total_sales DESC) AS rank FROM SupplierSales) WHERE rank <= 3;",,"Okay, I understand the request. Here's the breakdown:

1.  **Calculate Total Sales:** For each supplier, calculate the total sales (extended\_price \* quantity).
2.  **Partition by Region:** Group the suppliers by region.
3.  **Rank Suppliers within Each Region:** Within each region, rank the suppliers based on their total sales.
4.  **Filter Top 3:** Select the top 3 suppliers from each region based on their rank.
5.  **Output:** Display the region name, supplier name, and total sales for the selected suppliers.

Here's the PyDough code to achieve this:

```python
region_supplier_sales = TPCH.regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    supplier_name=name,
    region_name=region_name,
    total_sales=SUM(lines.extended_price * lines.quantity)
)

ranked_suppliers = region_supplier_sales.CALCULATE(
    region_name=region_name,
    supplier_name=supplier_name,
    total_sales=total_sales,
    supplier_rank=RANKING(by=total_sales.DESC(), levels=1)
).WHERE(supplier_rank <= 3)
```
","region_supplier_sales = TPCH.regions.CALCULATE(
    region_name=name
).nations.suppliers.CALCULATE(
    supplier_name=name,
    region_name=region_name,
    total_sales=SUM(lines.extended_price * lines.quantity)
)

ranked_suppliers = region_supplier_sales.CALCULATE(
    region_name=region_name,
    supplier_name=supplier_name,
    total_sales=total_sales,
    supplier_rank=RANKING(by=total_sales.DESC(), levels=1)
).WHERE(supplier_rank <= 3)"
"For each European country, list the number of customers and the number of orders they placed in 1995, including customers who didn't place any orders that year.","SELECT n_name AS country_name, COUNT(DISTINCT c_custkey) AS total_customers, COUNT(DISTINCT CASE WHEN o_orderdate >= '1995-01-01' AND o_orderdate <= '1995-12-31' THEN o_orderkey END) AS total_orders_1995 FROM nation JOIN region ON n_regionkey = r_regionkey JOIN customer ON n_nationkey = c_nationkey LEFT JOIN orders ON c_custkey = o_custkey WHERE r_name = 'EUROPE' GROUP BY n_name;",,"Here's how we can approach this:

1.  We need to start with the `nations` collection and filter for European countries.
2.  For each nation, we need to count the number of customers.
3.  For each nation, we need to count the number of orders placed in 1995.
4.  We need to include customers who didn't place any orders in 1995.

Here's the PyDough code:

```python
european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    total_customers=COUNT(customers),
    orders_1995=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
)
```
","european_customer_order_counts = nations.WHERE(region.name == ""EUROPE"").CALCULATE(
    nation_name=name,
    total_customers=COUNT(customers),
    orders_1995=COUNT(customers.orders.WHERE(YEAR(order_date) == 1995))
)"
Retrieve the customer name of the customers who placed more orders in 1995 than in 1994,"SELECT c_name AS customer_name FROM customer JOIN orders ON c_custkey = o_custkey WHERE (strftime('%Y', o_orderdate) = '1994' OR strftime('%Y', o_orderdate) = '1995') GROUP BY c_custkey, c_name HAVING SUM(CASE WHEN strftime('%Y', o_orderdate) = '1995' THEN 1 ELSE 0 END) > SUM(CASE WHEN strftime('%Y', o_orderdate) = '1994' THEN 1 ELSE 0 END);",,"Here's how we can approach this:

1.  We need to access the `customers` collection.
2.  For each customer, we need to count the number of orders placed in 1995 and 1994.
3.  We need to filter the customers where the order count in 1995 is greater than the order count in 1994.
4.  Finally, we need to return the customer's name.

Here's the PyDough code:

```python
customer_order_counts = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)
```
","customer_order_counts = customers.CALCULATE(
    customer_name=name,
    orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995)),
    orders_1994=COUNT(orders.WHERE(YEAR(order_date) == 1994))
).WHERE(orders_1995 > orders_1994).CALCULATE(customer_name=customer_name)"
Which is the average order value per Nation? List the nation name and average order value. The order value is defined as extended_price * quantity,"SELECT n_name AS nation_name, AVG(l_extendedprice * l_quantity) AS average_order_value FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name;",,"Okay, let's break this down. The user wants to partition the `nations` collection by `name` and then calculate the average order value for each nation. The average order value is defined as `AVG(extended_price * quantity)`.

Here's the problem: `nations` does not have direct access to `extended_price` or `quantity`. These fields are in the `lines` collection, which is related to `orders`. We need to traverse the relationships to calculate the average order value for each nation.

Here's the path we need to take: `nations` -> `customers` -> `orders` -> `lines`.

Here's the approach:

1.  **Partition**: Partition the `nations` collection by `name`.
2.  **Calculate Average Order Value**: For each nation, traverse to its customers, then to their orders, and finally to the lines. Calculate the `extended_price * quantity` for each line and then take the average.

Here's the PyDough code:

```python
nation_order_values = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.extended_price * nation_group.customers.orders.lines.quantity)
)
```

**Explanation:**

*   `PARTITION(nations, name='nation_group', by=name)`: This partitions the `nations` collection by the `name` field, creating a partition named `nation_group`.
*   `nation_name=name`: This selects the name of the nation.
*   `average_order_value=AVG(nation_group.customers.orders.lines.extended_price * nation_group.customers.orders.lines.quantity)`: This calculates the average order value for each nation. It traverses from the `nation_group` to its `customers`, then to their `orders`, and finally to the `lines`. It calculates `extended_price * quantity` for each line and then takes the average using the `AVG` function.
","nation_order_values = PARTITION(nations, name='nation_group', by=name).CALCULATE(
    nation_name=name,
    average_order_value=AVG(nation_group.customers.orders.lines.extended_price * nation_group.customers.orders.lines.quantity)
)"
What 3 product brands saw the largest positive change in quantity sold from 1995 to 1996.,"WITH sales_1995 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1995'
    GROUP BY
        p.p_brand
),

sales_1996 AS (
    SELECT
        p.p_brand,
        SUM(l.l_quantity) as total_quantity
    FROM
        lineitem l
    JOIN
        part p ON l.l_partkey = p.p_partkey
    JOIN
        orders o ON l.l_orderkey = o.o_orderkey
    WHERE
        strftime('%Y', o.o_orderdate) = '1996'
    GROUP BY
        p.p_brand
)

SELECT
    s96.p_brand as brand,
    COALESCE(s95.total_quantity, 0) as qty_1995,
    s96.total_quantity as qty_1996,
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) as quantity_change
FROM
    sales_1996 s96
LEFT JOIN
    sales_1995 s95 ON s96.p_brand = s95.p_brand
WHERE
    (s96.total_quantity - COALESCE(s95.total_quantity, 0)) > 0
ORDER BY
    quantity_change DESC
LIMIT 3;",,"Okay, let's break this down into smaller parts.

1.  We need to partition the `lines` collection by `part.brand`.
2.  For each brand, we need to calculate the total `quantity` sold in 1995 and 1996.
3.  Then, calculate the difference in `quantity` sold between 1996 and 1995.
4.  Finally, return the top 3 brands with the largest positive difference, sorted in descending order by the difference.

Here's the PyDough code:

```python
lines_with_year = lines.CALCULATE(
    year=YEAR(order.order_date),
    brand=part.brand,
    quantity=quantity
)

brand_sales = PARTITION(lines_with_year, name='brand_group', by=brand).CALCULATE(
    brand=brand,
    total_quantity_1995=SUM(brand_group.WHERE(year == 1995).quantity),
    total_quantity_1996=SUM(brand_group.WHERE(year == 1996).quantity)
)

brand_sales_difference = brand_sales.CALCULATE(
    brand=brand,
    quantity_difference=DEFAULT_TO(total_quantity_1996,0) - DEFAULT_TO(total_quantity_1995,0)
).WHERE(quantity_difference > 0)

top_brands = brand_sales_difference.TOP_K(3, by=quantity_difference.DESC())
```","lines_with_year = lines.CALCULATE(
    year=YEAR(order.order_date),
    brand=part.brand,
    quantity=quantity
)

brand_sales = PARTITION(lines_with_year, name='brand_group', by=brand).CALCULATE(
    brand=brand,
    total_quantity_1995=SUM(brand_group.WHERE(year == 1995).quantity),
    total_quantity_1996=SUM(brand_group.WHERE(year == 1996).quantity)
)

brand_sales_difference = brand_sales.CALCULATE(
    brand=brand,
    quantity_difference=DEFAULT_TO(total_quantity_1996,0) - DEFAULT_TO(total_quantity_1995,0)
).WHERE(quantity_difference > 0)

top_brands = brand_sales_difference.TOP_K(3, by=quantity_difference.DESC())"
"What is the total revenue generated by each customer in 1994? Sorted by total revenue in descending order. The total revenue value is defined as the sum of extended_price * (1 - discount) What is the total revenue generated by each customer in 1994? The total revenue value is defined as the sum of extended_price * (1 - discount). Return the customer key, customer name and total revenue","SELECT c.c_custkey AS custkey, c.c_name AS cust_name, COALESCE(SUM(l.l_extendedprice * (1 - l.l_discount)), 0) AS total_revenue FROM customer c LEFT JOIN orders o ON c.c_custkey = o.o_custkey AND strftime('%Y', o.o_orderdate) = '1994' LEFT JOIN lineitem l ON o.o_orderkey = l.l_orderkey GROUP BY c.c_custkey ORDER BY total_revenue DESC;",,"```python
customer_revenue = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_revenue=SUM(orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(revenue=extended_price * (1 - discount)).revenue)
).ORDER_BY(total_revenue.DESC())
```

**Reasoning for the fix:**

The error message ""Unrecognized term of simple table collection 'lines' in graph 'TPCH': 'order_date'"" indicates that the `YEAR(order_date)` function was being applied directly to the `lines` collection, which does not have an `order_date` field. The `order_date` field belongs to the `orders` collection.

To fix this, the `WHERE` clause with the `YEAR(order_date)` condition needs to be applied to the `orders` collection *before* accessing the `lines` sub-collection. This ensures that only orders from 1994 are considered when calculating the total revenue for each customer.

The corrected code first filters the `orders` collection to include only orders from 1994. Then, it accesses the `lines` sub-collection of those filtered orders and calculates the revenue for each line item. Finally, it sums the revenue for all line items associated with each customer to get the total revenue for that customer in 1994.
","customer_revenue = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_revenue=SUM(orders.WHERE(YEAR(order_date) == 1994).lines.CALCULATE(revenue=extended_price * (1 - discount)).revenue)
).ORDER_BY(total_revenue.DESC())"
"Find all customers whose name ends with a zero and are in the 30-lowest account balances. Show the customer key, name and account balance","SELECT c_custkey, c_name, c_acctbal FROM customer WHERE c_name LIKE '%0' ORDER BY c_acctbal ASC LIMIT 30;",,"Here's how we can approach this:

1.  We need to access the `customers` collection.
2.  We need to filter the customers whose names end with ""0"".
3.  We need to find the 30 customers with the lowest account balances.
4.  We need to select the customer key, name, and account balance.

Here's the PyDough code:

```python
customers_ending_with_zero = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key,
    customer_name=name,
    account_balance=acctbal
)
```
","customers_ending_with_zero = customers.WHERE(ENDSWITH(name, ""0"")).TOP_K(30, by=acctbal.ASC()).CALCULATE(
    customer_key=key,
    customer_name=name,
    account_balance=acctbal
)"
"For each of the 5 largest part sizes, find the part of that size with the largest retail price","WITH top_sizes AS (SELECT DISTINCT p_size FROM part ORDER BY p_size DESC LIMIT 5), ranked_parts AS (SELECT p.p_partkey, p.p_name, p.p_size, p.p_retailprice, RANK() OVER (PARTITION BY p.p_size ORDER BY p.p_retailprice DESC) AS price_rank FROM part p WHERE p.p_size IN (SELECT p_size FROM top_sizes)) SELECT p_partkey, p_name, p_size, p_retailprice FROM ranked_parts WHERE price_rank = 1 ORDER BY p_size DESC, p_retailprice DESC;",,"Okay, let's break this down.

1.  **Partitioning:** We need to partition the `parts` collection by `size`.
2.  **Top 5 Sizes:** We need to find the 5 largest part sizes based on the count of parts in each size group.
3.  **Ranking within Partition:** Within each of these top 5 size groups, we need to rank the parts by their `retail_price` and select the part with the highest price.

Here's the PyDough code:

```python
partitioned_parts = PARTITION(parts, name='part_group', by=size).CALCULATE(
    size=size,
    count=COUNT(part_group),
    max_retail_price=MAX(part_group.retail_price)
)

top_5_sizes = partitioned_parts.TOP_K(5, by=count.DESC())

ranked_parts = top_5_sizes.part_group.CALCULATE(
    part_name=name,
    retail_price=retail_price,
    rank=RANKING(by=retail_price.DESC(), levels=1)
).WHERE(rank == 1)

result = ranked_parts
```

Explanation:

1.  **Partitioning:** The `PARTITION` function groups the `parts` collection by `size`, naming each group `part_group`.  The `CALCULATE` function computes the `count` of parts in each size group and the `max_retail_price` within each group.
2.  **Top 5 Sizes:** The `TOP_K` function selects the top 5 size groups based on the `count` in descending order.
3.  **Ranking within Partition:** The code then accesses the `part_group` sub-collection within each of the top 5 size groups. It calculates the `rank` of each part within its size group based on `retail_price` in descending order. The `WHERE` clause filters the results to only include the part with the highest `retail_price` (rank 1) within each size group.
4.  **Final Result:** The `result` variable holds the final collection containing the part with the highest `retail_price` for each of the top 5 part sizes.
","partitioned_parts = PARTITION(parts, name='part_group', by=size).CALCULATE(
    size=size,
    count=COUNT(part_group),
    max_retail_price=MAX(part_group.retail_price)
)

top_5_sizes = partitioned_parts.TOP_K(5, by=count.DESC())

ranked_parts = top_5_sizes.part_group.CALCULATE(
    part_name=name,
    retail_price=retail_price,
    rank=RANKING(by=retail_price.DESC(), levels=1)
).WHERE(rank == 1)

result = ranked_parts"
"For each region, calculate the average percentage of purchases made from suppliers in that region belonging to the most common part type shipped from the supplier region to the customer region, averaging across all customer region. Only considers lineitems from June of 1992 where the container is small. To know if a container is small the container should start with SM","WITH part_counts AS (
  SELECT 
    rs.R_NAME AS supp_region,
    rc.R_NAME AS cust_region,
    p.P_TYPE AS p_type,
    COUNT(*) AS type_count
  FROM lineitem l
  JOIN part p ON l.L_PARTKEY = p.P_PARTKEY
  JOIN supplier s ON l.L_SUPPKEY = s.S_SUPPKEY
  JOIN nation ns ON s.S_NATIONKEY = ns.N_NATIONKEY
  JOIN region rs ON ns.N_REGIONKEY = rs.R_REGIONKEY
  JOIN orders o ON l.L_ORDERKEY = o.O_ORDERKEY
  JOIN customer c ON o.O_CUSTKEY = c.C_CUSTKEY
  JOIN nation nc ON c.C_NATIONKEY = nc.N_NATIONKEY
  JOIN region rc ON nc.N_REGIONKEY = rc.R_REGIONKEY
  WHERE l.L_SHIPDATE BETWEEN '1992-06-01' AND '1992-06-30'
    AND  p.P_CONTAINER LIKE 'SM%'
  GROUP BY rs.R_NAME, rc.R_NAME, p.P_TYPE
),
region_customer AS (
  SELECT 
    supp_region,
    cust_region,
    SUM(type_count) AS total_count,
    MAX(type_count) AS max_type_count
  FROM part_counts
  GROUP BY supp_region, cust_region
),
region_avg AS (
  SELECT 
    supp_region,
    AVG(100.0 * max_type_count / total_count) AS avg_percentage
  FROM region_customer
  GROUP BY supp_region
)
SELECT 
  supp_region AS region,
  avg_percentage
FROM region_avg
ORDER BY region;
",,"```python
filtered_lines = lines.WHERE(
    (MONTH(ship_date) == 6) & (YEAR(ship_date) == 1992) & STARTSWITH(part.container, ""SM"")
)

supplier_customer_regions = filtered_lines.CALCULATE(
    supplier_region=supplier.nation.region.name,
    customer_region=order.customer.nation.region.name,
    part_type=part.part_type
)

part_type_counts = PARTITION(supplier_customer_regions, name=""sc"", by=(supplier_region, customer_region)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    most_common_part_type=supplier_customer_regions.TOP_K(1, by=COUNT(part_type).DESC()).SINGULAR().part_type
)

in_region_purchases = supplier_customer_regions.WHERE(supplier_region == customer_region)

percentage_in_region = PARTITION(part_type_counts, name=""ptc"", by=supplier_region).CALCULATE(
    supplier_region=supplier_region,
    avg_percentage=AVG(IFF(EXISTS(in_region_purchases.WHERE(part_type == ptc.most_common_part_type)), 100.0, 0.0))
)

final_result = regions.CALCULATE(
    region_name=name,
    average_percentage=percentage_in_region.WHERE(supplier_region == name).SINGULAR().avg_percentage
)
```","filtered_lines = lines.WHERE(
    (MONTH(ship_date) == 6) & (YEAR(ship_date) == 1992) & STARTSWITH(part.container, ""SM"")
)

supplier_customer_regions = filtered_lines.CALCULATE(
    supplier_region=supplier.nation.region.name,
    customer_region=order.customer.nation.region.name,
    part_type=part.part_type
)

part_type_counts = PARTITION(supplier_customer_regions, name=""sc"", by=(supplier_region, customer_region)).CALCULATE(
    supplier_region=supplier_region,
    customer_region=customer_region,
    most_common_part_type=supplier_customer_regions.TOP_K(1, by=COUNT(part_type).DESC()).SINGULAR().part_type
)

in_region_purchases = supplier_customer_regions.WHERE(supplier_region == customer_region)

percentage_in_region = PARTITION(part_type_counts, name=""ptc"", by=supplier_region).CALCULATE(
    supplier_region=supplier_region,
    avg_percentage=AVG(IFF(EXISTS(in_region_purchases.WHERE(part_type == ptc.most_common_part_type)), 100.0, 0.0))
)

final_result = regions.CALCULATE(
    region_name=name,
    average_percentage=percentage_in_region.WHERE(supplier_region == name).SINGULAR().avg_percentage
)"
"Break down how many customers, by country code of their phone number (only including customers from certain country codes), have not placed an order but have an account balance that is above the average for all positive account balances of such customers. Also include the total balance for all such customers for each country code. The country codes to include are 13, 23, 29, 30, 18 and 17.","WITH CountryAvg AS (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        AVG(C_ACCTBAL) AS avg_balance
    FROM Customer
    WHERE C_ACCTBAL > 0
        AND CAST(SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS INTEGER) IN (13, 23, 29, 30, 18, 17)
    GROUP BY country_code
)
SELECT 
    c.country_code,
    COUNT(*) AS customer_count,
    SUM(c.C_ACCTBAL) AS total_balance
FROM (
    SELECT 
        SUBSTR(C_PHONE, 1, INSTR(C_PHONE, '-') - 1) AS country_code,
        C_CUSTKEY,
        C_ACCTBAL
    FROM Customer
) c
LEFT JOIN Orders o ON c.C_CUSTKEY = o.O_CUSTKEY
INNER JOIN CountryAvg ca ON c.country_code = ca.country_code
WHERE o.O_CUSTKEY IS NULL
    AND c.C_ACCTBAL > ca.avg_balance
GROUP BY c.country_code;",,"```python
country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

# Calculate the average account balance for customers with positive balances and specified country codes
customers_with_country_code = customers.WHERE(
    (ISIN(phone[:2], country_codes)) & (acctbal > 0)
).CALCULATE(acctbal=acctbal)

avg_balance = TPCH.CALCULATE(average_acctbal=AVG(customers_with_country_code.acctbal))

# Filter customers based on country code, no orders, and above-average account balance
filtered_customers = customers.WHERE(
    (ISIN(phone[:2], country_codes)) & (HASNOT(orders) == 1) & (acctbal > avg_balance.SINGULAR().average_acctbal)
).CALCULATE(
    country_code=phone[:2],
    acctbal=acctbal
)

# Partition by country code and calculate the count and total balance
customer_summary = PARTITION(filtered_customers, name=""custs"", by=country_code).CALCULATE(
    country_code=country_code,
    num_customers=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)
```","country_codes = (""13"", ""23"", ""29"", ""30"", ""18"", ""17"")

# CALCULATE the average account balance for customers with positive balances and specified country codes
customers_with_country_code = customers.WHERE(
    (ISIN(phone[:2], country_codes)) & (acctbal > 0)
).CALCULATE(acctbal=acctbal)

avg_balance = TPCH.CALCULATE(average_acctbal=AVG(customers_with_country_code.acctbal))

# Filter customers based on country code, no orders, and above-average account balance
filtered_customers = customers.WHERE(
    (ISIN(phone[:2], country_codes)) & (HASNOT(orders) == 1) & (acctbal > avg_balance.SINGULAR().average_acctbal)
).CALCULATE(
    country_code=phone[:2],
    acctbal=acctbal
)

# PARTITION by country code and CALCULATE the count and total balance
customer_summary = PARTITION(filtered_customers, name=""custs"", by=country_code).CALCULATE(
    country_code=country_code,
    num_customers=COUNT(custs),
    total_balance=SUM(custs.acctbal)
)"
Find the names of all customers and the number of orders placed in 1995 in Europe that placed a least one order in that same year. Sorted in descending order by the number of orders.,"SELECT
    c.c_name AS customer_name,
    COUNT(o.o_orderkey) AS order_count
FROM
    customer c
JOIN
    orders o ON c.c_custkey = o.o_custkey
JOIN
    nation n ON c.c_nationkey = n.n_nationkey
WHERE
    strftime('%Y', o.o_orderdate) = '1995'
    AND n.n_regionkey = (
        SELECT r_regionkey
        FROM region
        WHERE r_name = 'EUROPE'
    )
GROUP BY
    c.c_custkey, c.c_name
ORDER BY
    order_count DESC;",,"Here's how we can approach this:

1.  We need to start with the `customers` collection.
2.  We need to filter customers from Europe.
3.  We need to count the number of orders placed by each customer in 1995.
4.  We need to filter out customers who did not place any orders in 1995.
5.  We need to sort the results in descending order by the number of orders.
6.  We need to return the customer's name and the number of orders.

Here's the PyDough code:

```python
european_customers_with_orders_1995 = customers.WHERE(nation.region.name == ""EUROPE"").CALCULATE(
    customer_name=name,
    num_orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).WHERE(num_orders_1995 > 0).ORDER_BY(num_orders_1995.DESC())
```","european_customers_with_orders_1995 = customers.WHERE(nation.region.name == ""EUROPE"").CALCULATE(
    customer_name=name,
    num_orders_1995=COUNT(orders.WHERE(YEAR(order_date) == 1995))
).WHERE(num_orders_1995 > 0).ORDER_BY(num_orders_1995.DESC())"
"List customers who ordered in 1996 but not in 1997 with a total spent of over 1000$. Include the number of months since the last order (relative to the current date) and sort by total spent, highest first.","SELECT
  customer_name,
  total_spent,
  months_since_last_order
FROM (
  SELECT
    total_spent AS ordering_4,
    customer_name,
    months_since_last_order,
    total_spent
  FROM (
    SELECT
      agg_2,
      agg_3,
      customer_name,
      months_since_last_order,
      total_spent
    FROM (
      SELECT
        agg_2,
        customer_name,
        key,
        months_since_last_order,
        total_spent
      FROM (
        SELECT
          COALESCE(agg_1, 0) AS total_spent,
          name AS customer_name,
          (
            CAST(STRFTIME('%Y', DATETIME('now')) AS INTEGER) - CAST(STRFTIME('%Y', agg_0) AS INTEGER)
          ) * 12 + CAST(STRFTIME('%m', DATETIME('now')) AS INTEGER) - CAST(STRFTIME('%m', agg_0) AS INTEGER) AS months_since_last_order,
          key
        FROM (
          SELECT
            agg_0,
            agg_1,
            key,
            name
          FROM (
            SELECT
              c_custkey AS key,
              c_name AS name
            FROM main.CUSTOMER
          )
          LEFT JOIN (
            SELECT
              MAX(order_date) AS agg_0,
              SUM(total_price) AS agg_1,
              customer_key
            FROM (
              SELECT
                o_custkey AS customer_key,
                o_orderdate AS order_date,
                o_totalprice AS total_price
              FROM main.ORDERS
            )
            GROUP BY
              customer_key
          )
            ON key = customer_key
        )
      )
      LEFT JOIN (
        SELECT
          COUNT() AS agg_2,
          customer_key
        FROM (
          SELECT
            customer_key
          FROM (
            SELECT
              o_custkey AS customer_key,
              o_orderdate AS order_date
            FROM main.ORDERS
          )
          WHERE
            CAST(STRFTIME('%Y', order_date) AS INTEGER) = 1996
        )
        GROUP BY
          customer_key
      )
        ON key = customer_key
    )
    LEFT JOIN (
      SELECT
        COUNT() AS agg_3,
        customer_key
      FROM (
        SELECT
          customer_key
        FROM (
          SELECT
            o_custkey AS customer_key,
            o_orderdate AS order_date
          FROM main.ORDERS
        )
        WHERE
          CAST(STRFTIME('%Y', order_date) AS INTEGER) = 1997
      )
      GROUP BY
        customer_key
    )
      ON key = customer_key
  )
  WHERE
    (
      (
        COALESCE(agg_2, 0) > 0
      ) = 1
    )
    AND (
      (
        COALESCE(agg_3, 0) = 0
      ) = 1
    )
    AND (
      total_spent > 1000
    )
)
ORDER BY
  ordering_4 DESC",,"```python
customers_1996 = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_spent=SUM(orders.total_price),
    last_order_date=MAX(orders.order_date)
).WHERE(
    (HAS(orders.WHERE(YEAR(order_date) == 1996))==1) &
    (HASNOT(orders.WHERE(YEAR(order_date) == 1997))==1) &
    (total_spent > 1000)
).CALCULATE(
    months_since_last_order=DATEDIFF(""months"", last_order_date, DATETIME('now')),
    customer_name=customer_name,
    total_spent=total_spent
).ORDER_BY(total_spent.DESC())
```","customers_1996 = customers.CALCULATE(
    customer_key=key,
    customer_name=name,
    total_spent=SUM(orders.total_price),
    last_order_date=MAX(orders.order_date)
).WHERE(
    (HAS(orders.WHERE(YEAR(order_date) == 1996))==1) &
    (HASNOT(orders.WHERE(YEAR(order_date) == 1997))==1) &
    (total_spent > 1000)
).CALCULATE(
    months_since_last_order=DATEDIFF(""months"", last_order_date, DATETIME('now')),
    customer_name=customer_name,
    total_spent=total_spent
).ORDER_BY(total_spent.DESC())"
What is the february 1996 SPM for the almond antique blue royal burnished part in China? SPM (Selling Profit Margin) = (Total Amount from Sells - (Tax + Commission)) / Total Amount from Sells * 100,"SELECT
  ROUND(
    (
      (
        -- Total Sales (Revenue after discount)
        SUM(l.l_extendedprice) 
        - 
        (
          -- Total Tax (on discounted sales)
          SUM(l.l_extendedprice  * l.l_tax) 
          + 
          -- Total Commission (discount amount)
          SUM(l.l_extendedprice * l.l_discount)
        )
      ) 
      / 
      SUM(l.l_extendedprice) 
    ) * 100, 2
  ) AS spm
FROM part p
JOIN lineitem l ON p.p_partkey = l.l_partkey
JOIN orders o ON l.l_orderkey = o.o_orderkey
JOIN customer c ON o.o_custkey = c.c_custkey
JOIN nation n ON c.c_nationkey = n.n_nationkey
WHERE
  -- Match the part name (case-sensitive wildcards)
  p.p_name LIKE '%rosy%black%navajo%cream%sky%'
  -- Filter for February 1996 orders
  AND strftime('%Y-%m', o.o_orderdate) = '1996-02'
  -- Optional: Filter for a specific nation (e.g., China)
  -- AND n.n_name = 'CHINA';",,"Okay, I need to calculate the Selling Profit Margin (SPM) for a specific part ('Rosy Black Navajo Cream Sky') in China during February 1996. The formula for SPM is: `(Total Sales Amount - (Tax + Commission)) / Total Sales Amount * 100`. I need to consider the order date, total orders in 1996, and the supplier's country.

The error message `Unrecognized term of simple table collection 'lines' in graph 'TPCH': 'total_sales_amount'` indicates that I'm trying to access `total_sales_amount` directly from the `lines` collection, but it's an aggregated value that needs to be calculated first. I cannot use SUM directly inside CALCULATE. I need to calculate the extended price and tax for each line first, and then sum them up. Also, I need to filter the lines collection before calculating the SPM.

Here's how I'll approach this:

1.  **Filter Lines:** Filter the `lines` collection to include only records for the specified part ('Rosy Black Navajo Cream Sky') and where the order date is in February 1996.
2.  **Join with Parts and Suppliers:** Join the filtered lines with the `parts` and `suppliers` collections to access the part name and supplier's nation.
3.  **Filter by Nation:** Filter the results to include only suppliers located in China.
4.  **Calculate Total Sales Amount:** Calculate the total sales amount for the filtered lines.
5.  **Calculate Tax and Commission:** Calculate the total tax and commission for the filtered lines. I'll assume commission is 0 since it is not present in the database.
6.  **Calculate SPM:** Apply the SPM formula using the calculated values.

```python
part_name = 'Rosy Black Navajo Cream Sky'

filtered_lines = lines.WHERE(
    (YEAR(order.order_date) == 1996) &
    (MONTH(order.order_date) == 2) &
    (part.name == part_name) &
    (supplier.nation.name == 'CHINA')
).CALCULATE(line_sales_amount=extended_price, line_tax=tax)

china_spm = TPCH.CALCULATE(
    total_sales_amount=SUM(filtered_lines.line_sales_amount),
    total_tax=SUM(filtered_lines.line_tax),
    spm=(SUM(filtered_lines.line_sales_amount) - SUM(filtered_lines.line_tax)) / SUM(filtered_lines.line_sales_amount) * 100
)
```
","part_name = 'Rosy Black Navajo Cream Sky'

filtered_lines = lines.WHERE(
    (YEAR(order.order_date) == 1996) &
    (MONTH(order.order_date) == 2) &
    (part.name == part_name) &
    (supplier.nation.name == 'CHINA')
).CALCULATE(line_sales_amount=extended_price, line_tax=tax)

china_spm = TPCH.CALCULATE(
    total_sales_amount=SUM(filtered_lines.line_sales_amount),
    total_tax=SUM(filtered_lines.line_tax),
    spm=(SUM(filtered_lines.line_sales_amount) - SUM(filtered_lines.line_tax)) / SUM(filtered_lines.line_sales_amount) * 100
)"
