db_id,query,query_toks,question,question_toks,sql,source_file,split,dataset_name,query_id
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(Name) DESC LIMIT 1,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count(Name)', 'DESC', 'LIMIT', '1']",Which country has the most nuclear station?,"['Which', 'country', 'has', 'the', 'most', 'nuclear', 'station?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 2, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,14
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Shutdown"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 1","['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'WHERE', 'Status', '=', '""Shutdown""', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count(Name)', 'DESC', 'LIMIT', '1']",Which county has the most nuclear station shut down?,"['Which', 'county', 'has', 'the', 'most', 'nuclear', 'station', 'shut', 'down?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Shutdown""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 2, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,15
GeoNuclearData,SELECT Name FROM nuclear_power_plants ORDER BY Capacity DESC LIMIT 1,"['SELECT', 'Name', 'FROM', 'nuclear_power_plants', 'ORDER', 'BY', 'Capacity', 'DESC', 'LIMIT', '1']",What nuclear station has the largest nuclear power plant capacity?,"['What', 'nuclear', 'station', 'has', 'the', 'largest', 'nuclear', 'power', 'plant', 'capacity?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,16
GeoNuclearData,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""France"" and Status = ""Operational""","['SELECT', 'count(*)', 'FROM', 'nuclear_power_plants', 'WHERE', 'Country', '=', '""France""', 'and', 'Status', '=', '""Operational""']",How many operating nuclear station in France?,"['How', 'many', 'operating', 'nuclear', 'station', 'in', 'France?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""France""', None], 'and', [False, 2, [0, [0, 6, False], None], '""Operational""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,17
GeoNuclearData,"SELECT count(Name) FROM nuclear_power_plants WHERE Status = ""Under Construction""","['SELECT', 'count(Name)', 'FROM', 'nuclear_power_plants', 'WHERE', 'Status', '=', '""Under', 'Construction""']",How many nuclear station are under construction?,"['How', 'many', 'nuclear', 'station', 'are', 'under', 'construction?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 2, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Under Construction""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,18
GeoNuclearData,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'ReactorModel', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'ReactorModel', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",What nuclear reactor model is the most popular?,"['What', 'nuclear', 'reactor', 'model', 'is', 'the', 'most', 'popular?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 8, False], None]]]], 'where': [], 'groupBy': [[0, 8, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,19
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Chinon-A3""","['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'WHERE', 'Name', '=', '""Chinon-A3""']",Which country is Chinon-A3 in?,"['Which', 'country', 'is', 'Chinon-A3', 'in?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 2, False], None], '""Chinon-A3""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,20
GeoNuclearData,"SELECT Name FROM nuclear_power_plants where Status = ""Operational"" and Country = ""Japan""","['SELECT', 'Name', 'FROM', 'nuclear_power_plants', 'where', 'Status', '=', '""Operational""', 'and', 'Country', '=', '""Japan""']",What are operational nuclear power plants in Japan called?,"['What', 'are', 'operational', 'nuclear', 'power', 'plants', 'in', 'Japan', 'called?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Operational""', None], 'and', [False, 2, [0, [0, 5, False], None], '""Japan""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,21
GeoNuclearData,SELECT Country FROM nuclear_power_plants ORDER BY OperationalFrom LIMIT 1,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'ORDER', 'BY', 'OperationalFrom', 'LIMIT', '1']",Which country first started using nuclear power plant(s)?,"['Which', 'country', 'first', 'started', 'using', 'nuclear', 'power', 'plant(s)?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': ['asc', [[0, [0, 10, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,22
GeoNuclearData,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""Japan"" AND Status = ""Under Construction""","['SELECT', 'count(*)', 'FROM', 'nuclear_power_plants', 'WHERE', 'Country', '=', '""Japan""', 'AND', 'Status', '=', '""Under', 'Construction""']",How many nuclear power plants are in preparation to be used in Japan?,"['How', 'many', 'nuclear', 'power', 'plants', 'are', 'in', 'preparation', 'to', 'be', 'used', 'in', 'Japan?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Japan""', None], 'and', [False, 2, [0, [0, 6, False], None], '""Under Construction""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,23
GeoNuclearData,"SELECT Status FROM nuclear_power_plants WHERE Country = ""United States"" ORDER BY Capacity DESC LIMIT 1","['SELECT', 'Status', 'FROM', 'nuclear_power_plants', 'WHERE', 'Country', '=', '""United', 'States""', 'ORDER', 'BY', 'Capacity', 'DESC', 'LIMIT', '1']",What is the current situation of the nuclear power plant in the United States with the maximum capacity?,"['What', 'is', 'the', 'current', 'situation', 'of', 'the', 'nuclear', 'power', 'plant', 'in', 'the', 'United', 'States', 'with', 'the', 'maximum', 'capacity?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 6, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""United States""', None]], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,24
GeoNuclearData,"SELECT max(Capacity) FROM nuclear_power_plants WHERE ReactorType = ""PWR"" and Status = ""Operational""","['SELECT', 'max(Capacity)', 'FROM', 'nuclear_power_plants', 'WHERE', 'ReactorType', '=', '""PWR""', 'and', 'Status', '=', '""Operational""']",What is the maximum capacity of existing pressurized water reactor?,"['What', 'is', 'the', 'maximum', 'capacity', 'of', 'existing', 'pressurized', 'water', 'reactor?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[1, [0, [0, 12, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""PWR""', None], 'and', [False, 2, [0, [0, 6, False], None], '""Operational""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,25
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'WHERE', 'Status', '=', '""Under', 'Construction""', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which nation has the most nuclear plants under construction?,"['Which', 'nation', 'has', 'the', 'most', 'nuclear', 'plants', 'under', 'construction?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Under Construction""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,26
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'WHERE', 'Status', '=', '""Under', 'Construction""', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which country has the most under constriction power plants to date?,"['Which', 'country', 'has', 'the', 'most', 'under', 'constriction', 'power', 'plants', 'to', 'date?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Under Construction""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,27
GeoNuclearData,"SELECT Longitude, Latitude FROM nuclear_power_plants WHERE ReactorType = ""BWR"" ORDER BY ConstructionStartAt LIMIT 1","['SELECT', 'Longitude,', 'Latitude', 'FROM', 'nuclear_power_plants', 'WHERE', 'ReactorType', '=', '""BWR""', 'ORDER', 'BY', 'ConstructionStartAt', 'LIMIT', '1']",Where is the first BWR type power plant built and located?,"['Where', 'is', 'the', 'first', 'BWR', 'type', 'power', 'plant', 'built', 'and', 'located?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 4, False], None]], [0, [0, [0, 3, False], None]]]], 'where': [[False, 2, [0, [0, 7, False], None], '""BWR""', None]], 'groupBy': [], 'having': [], 'orderBy': ['asc', [[0, [0, 9, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,28
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'sum(Capacity)', 'DESC', 'LIMIT', '1']",Which country lead the total capacity of the power plants it held?,"['Which', 'country', 'lead', 'the', 'total', 'capacity', 'of', 'the', 'power', 'plants', 'it', 'held?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,29
GeoNuclearData,SELECT Source FROM nuclear_power_plants GROUP BY Source ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Source', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Source', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",What is the main source of the information for this table?,"['What', 'is', 'the', 'main', 'source', 'of', 'the', 'information', 'for', 'this', 'table?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 14, False], None]]]], 'where': [], 'groupBy': [[0, 14, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,30
GeoNuclearData,SELECT ReactorType FROM nuclear_power_plants GROUP BY ReactorType ORDER BY avg(Capacity) DESC LIMIT 1,"['SELECT', 'ReactorType', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'ReactorType', 'ORDER', 'BY', 'avg(Capacity)', 'DESC', 'LIMIT', '1']",Which reactor type has the largest average capacity?,"['Which', 'reactor', 'type', 'has', 'the', 'largest', 'average', 'capacity?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 7, False], None]]]], 'where': [], 'groupBy': [[0, 7, False]], 'having': [], 'orderBy': ['desc', [[0, [5, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,31
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kursk-1""","['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'WHERE', 'Name', '=', '""Kursk-1""']",Which country is Kursk-1 in?,"['Which', 'country', 'is', 'Kursk-1', 'in?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 2, False], None], '""Kursk-1""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData.json,main,GeoNuclearData,32
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'sum(Capacity)', 'DESC', 'LIMIT', '1']",Which country has the most capacities of nuclear power plants?,"['Which', 'country', 'has', 'the', 'most', 'capacities', 'of', 'nuclear', 'power', 'plants?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData_test.json,test,GeoNuclearData,33
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) LIMIT 1,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'sum(Capacity)', 'LIMIT', '1']",Which country has the least capacities of nuclear power plants?,"['Which', 'country', 'has', 'the', 'least', 'capacities', 'of', 'nuclear', 'power', 'plants?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['asc', [[0, [4, 12, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData_test.json,test,GeoNuclearData,34
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Name) DESC LIMIT 3,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'sum(Name)', 'DESC', 'LIMIT', '3']",What are the top 3 countries which have the most nuclear power plants?,"['What', 'are', 'the', 'top', '3', 'countries', 'which', 'have', 'the', 'most', 'nuclear', 'power', 'plants?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [4, 2, False], None]]], 'limit': 3, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData_test.json,test,GeoNuclearData,35
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(Name) DESC LIMIT 1,"['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count(Name)', 'DESC', 'LIMIT', '1']",Which country has the most nuclear station?,"['Which', 'country', 'has', 'the', 'most', 'nuclear', 'station?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 2, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData_test.json,test,GeoNuclearData,36
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Shutdown"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 1","['SELECT', 'Country', 'FROM', 'nuclear_power_plants', 'WHERE', 'Status', '=', '""Shutdown""', 'GROUP', 'BY', 'Country', 'ORDER', 'BY', 'count(Name)', 'DESC', 'LIMIT', '1']",Which county has the most nuclear station shut down?,"['Which', 'county', 'has', 'the', 'most', 'nuclear', 'station', 'shut', 'down?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Shutdown""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 2, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}",GeoNuclearData_test.json,test,GeoNuclearData,37
