db_name,sql,question,source_file,split,dataset_name,query_id
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",Which country has the most under constriction power plants to date?,GeoNuclearData.json,main,KaggleDBQA,27
GeoNuclearData,"SELECT Longitude, Latitude FROM nuclear_power_plants WHERE ReactorType = ""BWR"" ORDER BY ConstructionStartAt LIMIT 1",Where is the first BWR type power plant built and located?,GeoNuclearData.json,main,KaggleDBQA,28
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,Which country lead the total capacity of the power plants it held?,GeoNuclearData.json,main,KaggleDBQA,29
GeoNuclearData,SELECT Source FROM nuclear_power_plants GROUP BY Source ORDER BY count(*) DESC LIMIT 1,What is the main source of the information for this table?,GeoNuclearData.json,main,KaggleDBQA,30
GeoNuclearData,SELECT ReactorType FROM nuclear_power_plants GROUP BY ReactorType ORDER BY avg(Capacity) DESC LIMIT 1,Which reactor type has the largest average capacity?,GeoNuclearData.json,main,KaggleDBQA,31
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kursk-1""",Which country is Kursk-1 in?,GeoNuclearData.json,main,KaggleDBQA,32
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,Which country has the most capacities of nuclear power plants?,GeoNuclearData_test.json,test,KaggleDBQA,33
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) LIMIT 1,Which country has the least capacities of nuclear power plants?,GeoNuclearData_test.json,test,KaggleDBQA,34
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Name) DESC LIMIT 3,What are the top 3 countries which have the most nuclear power plants?,GeoNuclearData_test.json,test,KaggleDBQA,35
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(Name) DESC LIMIT 1,Which country has the most nuclear station?,GeoNuclearData_test.json,test,KaggleDBQA,36
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Shutdown"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 1",Which county has the most nuclear station shut down?,GeoNuclearData_test.json,test,KaggleDBQA,37
GeoNuclearData,SELECT Name FROM nuclear_power_plants ORDER BY Capacity DESC LIMIT 1,What nuclear station has the largest nuclear power plant capacity?,GeoNuclearData_test.json,test,KaggleDBQA,38
GeoNuclearData,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""France"" and Status = ""Operational""",How many operating nuclear station in France?,GeoNuclearData_test.json,test,KaggleDBQA,39
GeoNuclearData,"SELECT count(Name) FROM nuclear_power_plants WHERE Status = ""Under Construction""",How many nuclear station are under construction?,GeoNuclearData_test.json,test,KaggleDBQA,40
GeoNuclearData,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,What nuclear reactor model is the most popular?,GeoNuclearData_test.json,test,KaggleDBQA,41
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Chinon-A3""",Which country is Chinon-A3 in?,GeoNuclearData_test.json,test,KaggleDBQA,42
GeoNuclearData,"SELECT Name FROM nuclear_power_plants where Status = ""Operational"" and Country = ""Japan""",What are operational nuclear power plants in Japan called?,GeoNuclearData_test.json,test,KaggleDBQA,43
GeoNuclearData,SELECT Country FROM nuclear_power_plants ORDER BY OperationalFrom LIMIT 1,Which country first started using nuclear power plant(s)?,GeoNuclearData_test.json,test,KaggleDBQA,44
GeoNuclearData,"SELECT count(*) FROM nuclear_power_plants WHERE Country = ""Japan"" AND Status = ""Under Construction""",How many nuclear power plants are in preparation to be used in Japan?,GeoNuclearData_test.json,test,KaggleDBQA,45
GeoNuclearData,"SELECT Status FROM nuclear_power_plants WHERE Country = ""United States"" ORDER BY Capacity DESC LIMIT 1",What is the current situation of the nuclear power plant in the United States with the maximum capacity?,GeoNuclearData_test.json,test,KaggleDBQA,46
GeoNuclearData,"SELECT max(Capacity) FROM nuclear_power_plants WHERE ReactorType = ""PWR"" and Status = ""Operational""",What is the maximum capacity of existing pressurized water reactor?,GeoNuclearData_test.json,test,KaggleDBQA,47
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",Which nation has the most nuclear plants under construction?,GeoNuclearData_test.json,test,KaggleDBQA,48
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Under Construction"" GROUP BY Country ORDER BY count(*) DESC LIMIT 1",Which country has the most under constriction power plants to date?,GeoNuclearData_test.json,test,KaggleDBQA,49
GeoNuclearData,"SELECT Longitude, Latitude FROM nuclear_power_plants WHERE ReactorType = ""BWR"" ORDER BY ConstructionStartAt LIMIT 1",Where is the first BWR type power plant built and located?,GeoNuclearData_test.json,test,KaggleDBQA,50
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY sum(Capacity) DESC LIMIT 1,Which country lead the total capacity of the power plants it held?,GeoNuclearData_test.json,test,KaggleDBQA,51
GeoNuclearData,SELECT Source FROM nuclear_power_plants GROUP BY Source ORDER BY count(*) DESC LIMIT 1,What is the main source of the information for this table?,GeoNuclearData_test.json,test,KaggleDBQA,52
GeoNuclearData,SELECT ReactorType FROM nuclear_power_plants GROUP BY ReactorType ORDER BY avg(Capacity) DESC LIMIT 1,Which reactor type has the largest average capacity?,GeoNuclearData_test.json,test,KaggleDBQA,53
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kursk-1""",Which country is Kursk-1 in?,GeoNuclearData_test.json,test,KaggleDBQA,54
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Status = ""Operational"" GROUP BY Country ORDER BY count(Name) DESC LIMIT 10",What are the top 10 countries with most number of operational plants?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,55
GeoNuclearData,"SELECT Name, Country FROM nuclear_power_plants WHERE Status = ""Planned""",What are the planed nuclear power plants and their located countries?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,56
GeoNuclearData,SELECT ReactorModel FROM nuclear_power_plants GROUP BY ReactorModel ORDER BY count(*) DESC LIMIT 1,What’s the most used nuclear reactor model?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,57
GeoNuclearData,"SELECT Country FROM nuclear_power_plants WHERE Name = ""Kaiga-4""",Which country is Kaiga-4 built in?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,58
GeoNuclearData,"SELECT count(*) FROM nuclear_power_plants WHERE ReactorType = ""PHWR""",How many PHWR are there today?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,59
GeoNuclearData,SELECT count(DISTINCT ReactorModel) FROM nuclear_power_plants,How many kinds of nuclear reactor model in the world?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,60
GeoNuclearData,"SELECT count(*) FROM nuclear_power_plants WHERE Status = ""Shutdown""",How many nuclear power plants were shut down now?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,61
GeoNuclearData,SELECT Country FROM nuclear_power_plants Group BY Country HAVING count(Name) > 3,How many countries have at least 3 nuclear power plants?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,62
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country ORDER BY count(name) DESC LIMIT 1,Which country has the most nuclear power plants?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,63
GeoNuclearData,SELECT Country FROM nuclear_power_plants GROUP BY Country HAVING count(Name) = 1,Which country has only one nuclear power plants?,GeoNuclearData_fewshot.json,fewshot,KaggleDBQA,64
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Location like ""%Street%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",Which streets in Manchester have the highest rates of crime?,GreaterManchesterCrime.json,main,KaggleDBQA,65
GreaterManchesterCrime,"SELECT CrimeID FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" ORDER BY CrimeTS DESC LIMIT 1",When was the last instance of a violent or sexual offense in Manchester?,GreaterManchesterCrime.json,main,KaggleDBQA,66
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" ORDER BY CrimeTS DESC LIMIT 1",Where was the last instance of a violent or sexual offense in Manchester?,GreaterManchesterCrime.json,main,KaggleDBQA,67
GreaterManchesterCrime,SELECT LSOA FROM GreaterManchesterCrime GROUP BY LSOA ORDER BY count(*) DESC LIMIT 1,Which neighborhood has the highest crime rate?,GreaterManchesterCrime.json,main,KaggleDBQA,68
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Location like ""%Eden Street%""",What is the crime rate for Eden Street area?,GreaterManchesterCrime.json,main,KaggleDBQA,69
GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,What is the most common type of crime?,GreaterManchesterCrime.json,main,KaggleDBQA,70
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Burglary"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",Which neighborhood/area has the highest burglary rate?,GreaterManchesterCrime.json,main,KaggleDBQA,71
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,Which area do most of the crimes happen?,GreaterManchesterCrime.json,main,KaggleDBQA,72
GreaterManchesterCrime,SELECT LSOA FROM GreaterManchesterCrime GROUP BY LSOA ORDER BY count(*) DESC LIMIT 1,Which Lower Layer Output Area do most of the crimes happen?,GreaterManchesterCrime.json,main,KaggleDBQA,73
GreaterManchesterCrime,SELECT CrimeTS FROM GreaterManchesterCrime GROUP BY CrimeTS ORDER BY count(*) DESC LIMIT 1,What time do most of the crimes happen?,GreaterManchesterCrime.json,main,KaggleDBQA,74
GreaterManchesterCrime,"SELECT Outcome FROM GreaterManchesterCrime WHERE Location LIKE ""%Street%"" GROUP BY Outcome ORDER BY count(*) DESC LIMIT 1","What are the most likely outcome of the police investigation if the crime happen on ""street""?",GreaterManchesterCrime.json,main,KaggleDBQA,75
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE LSOA LIKE ""%Salford%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",Which type of crime happen the most in Salford?,GreaterManchesterCrime.json,main,KaggleDBQA,76
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome = ""Under investigation""",How many crimes are under investigation?,GreaterManchesterCrime.json,main,KaggleDBQA,77
GreaterManchesterCrime,SELECT count(*) FROM GreaterManchesterCrime,How many crimes has been conducted?,GreaterManchesterCrime.json,main,KaggleDBQA,78
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 3,What is the top 3 area of crime conducted?,GreaterManchesterCrime.json,main,KaggleDBQA,79
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome LIKE ""%Investigation complete%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","Which type of crime has the highest rate of ""Investigation complete""?",GreaterManchesterCrime.json,main,KaggleDBQA,80
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Type LIKE ""%Drug%""","How many crimes were classified as ""Drugs""?",GreaterManchesterCrime.json,main,KaggleDBQA,81
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome LIke ""%Under investigation%""","How many crimes are still ""Under investigation"" to date?",GreaterManchesterCrime.json,main,KaggleDBQA,82
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type LIke ""%Drug%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","Which location has the top amount of ""Drugs"" crime conducted?",GreaterManchesterCrime.json,main,KaggleDBQA,83
GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,What’s the most common type of crime?,GreaterManchesterCrime.json,main,KaggleDBQA,84
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,Where is the most dangerous area?,GreaterManchesterCrime.json,main,KaggleDBQA,85
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) LIMIT 1,Where is the safest area?,GreaterManchesterCrime.json,main,KaggleDBQA,86
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",Where is the place with the largest number of sexual offenses crime events?,GreaterManchesterCrime.json,main,KaggleDBQA,87
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"If it is possible to increase the number of police officers, which place is with the first priority?",GreaterManchesterCrime.json,main,KaggleDBQA,88
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Awaiting court outcome"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",Which type of crime has the most prosecution cases?,GreaterManchesterCrime.json,main,KaggleDBQA,89
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Investigation complete; no suspect identified"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",Which type of crime has the most investigation complete cases?,GreaterManchesterCrime.json,main,KaggleDBQA,90
GreaterManchesterCrime,"SELECT Outcome FROM GreaterManchesterCrime WHERE CrimeID = ""6B:E2:54:C6:58:D2""",What is the result in case 6B:E2:54:C6:58:D2?,GreaterManchesterCrime.json,main,KaggleDBQA,91
GreaterManchesterCrime,SELECT CrimeTS FROM GreaterManchesterCrime GROUP BY CrimeTS ORDER BY count(*) DESC LIMIT 1,What time do most of the crimes happen?,GreaterManchesterCrime_test.json,test,KaggleDBQA,92
GreaterManchesterCrime,"SELECT Outcome FROM GreaterManchesterCrime WHERE Location LIKE ""%Street%"" GROUP BY Outcome ORDER BY count(*) DESC LIMIT 1","What are the most likely outcome of the police investigation if the crime happen on ""street""?",GreaterManchesterCrime_test.json,test,KaggleDBQA,93
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE LSOA LIKE ""%Salford%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",Which type of crime happen the most in Salford?,GreaterManchesterCrime_test.json,test,KaggleDBQA,94
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome = ""Under investigation""",How many crimes are under investigation?,GreaterManchesterCrime_test.json,test,KaggleDBQA,95
GreaterManchesterCrime,SELECT count(*) FROM GreaterManchesterCrime,How many crimes has been conducted?,GreaterManchesterCrime_test.json,test,KaggleDBQA,96
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 3,What is the top 3 area of crime conducted?,GreaterManchesterCrime_test.json,test,KaggleDBQA,97
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome LIKE ""%Investigation complete%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","Which type of crime has the highest rate of ""Investigation complete""?",GreaterManchesterCrime_test.json,test,KaggleDBQA,98
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Type LIKE ""%Drug%""","How many crimes were classified as ""Drugs""?",GreaterManchesterCrime_test.json,test,KaggleDBQA,99
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome LIke ""%Under investigation%""","How many crimes are still ""Under investigation"" to date?",GreaterManchesterCrime_test.json,test,KaggleDBQA,100
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type LIke ""%Drug%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","Which location has the top amount of ""Drugs"" crime conducted?",GreaterManchesterCrime_test.json,test,KaggleDBQA,101
GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,What’s the most common type of crime?,GreaterManchesterCrime_test.json,test,KaggleDBQA,102
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,Where is the most dangerous area?,GreaterManchesterCrime_test.json,test,KaggleDBQA,103
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) LIMIT 1,Where is the safest area?,GreaterManchesterCrime_test.json,test,KaggleDBQA,104
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",Where is the place with the largest number of sexual offenses crime events?,GreaterManchesterCrime_test.json,test,KaggleDBQA,105
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"If it is possible to increase the number of police officers, which place is with the first priority?",GreaterManchesterCrime_test.json,test,KaggleDBQA,106
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Awaiting court outcome"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",Which type of crime has the most prosecution cases?,GreaterManchesterCrime_test.json,test,KaggleDBQA,107
GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Investigation complete; no suspect identified"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1",Which type of crime has the most investigation complete cases?,GreaterManchesterCrime_test.json,test,KaggleDBQA,108
GreaterManchesterCrime,"SELECT Outcome FROM GreaterManchesterCrime WHERE CrimeID = ""6B:E2:54:C6:58:D2""",What is the result in case 6B:E2:54:C6:58:D2?,GreaterManchesterCrime_test.json,test,KaggleDBQA,109
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Location like ""%Street%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",Which streets in Manchester have the highest rates of crime?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,110
GreaterManchesterCrime,"SELECT CrimeID FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" ORDER BY CrimeTS DESC LIMIT 1",When was the last instance of a violent or sexual offense in Manchester?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,111
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" ORDER BY CrimeTS DESC LIMIT 1",Where was the last instance of a violent or sexual offense in Manchester?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,112
GreaterManchesterCrime,SELECT LSOA FROM GreaterManchesterCrime GROUP BY LSOA ORDER BY count(*) DESC LIMIT 1,Which neighborhood has the highest crime rate?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,113
GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Location like ""%Eden Street%""",What is the crime rate for Eden Street area?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,114
GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,What is the most common type of crime?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,115
GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Burglary"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1",Which neighborhood/area has the highest burglary rate?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,116
GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,Which area do most of the crimes happen?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,117
GreaterManchesterCrime,SELECT LSOA FROM GreaterManchesterCrime GROUP BY LSOA ORDER BY count(*) DESC LIMIT 1,Which Lower Layer Output Area do most of the crimes happen?,GreaterManchesterCrime_fewshot.json,fewshot,KaggleDBQA,118
Pesticide,"SELECT DISTINCT commod FROM resultsdata15 WHERE concen != """"",Provide the list of products with pesticide residues detected.,Pesticide.json,main,KaggleDBQA,119
Pesticide,SELECT extract FROM resultsdata15 GROUP BY extract ORDER BY count(*) DESC LIMIT 1,What is the most effective extraction method in terms of pesticide residues detection?,Pesticide.json,main,KaggleDBQA,120
Pesticide,SELECT determin FROM resultsdata15 GROUP BY determin ORDER BY count(*) DESC LIMIT 1,What is the most effective determinative method in terms of pesticide residues detection?,Pesticide.json,main,KaggleDBQA,121
Pesticide,SELECT lab FROM resultsdata15 GROUP BY lab ORDER BY count(*) DESC LIMIT 5,What are the top 5 analyzing labs where pesticide residues detection was conducted?,Pesticide.json,main,KaggleDBQA,122
Pesticide,"SELECT commtype FROM resultsdata15 WHERE commod = ""AP"" GROUP BY commtype ORDER BY sum(concen) DESC LIMIT 1",Wha commodity type of apple has the highest pesticide residues to consume?,Pesticide.json,main,KaggleDBQA,123
Pesticide,SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.country ORDER BY T2.concen,Rank the country of product origins in terms of pesticide residues detection.,Pesticide.json,main,KaggleDBQA,124
Pesticide,SELECT T1.disttype FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk GROUP BY T1.disttype ORDER BY sum(T2.concen) DESC LIMIT 1,What type of collection facility results in the most risky consumption in terms of pesticide residues detection?,Pesticide.json,main,KaggleDBQA,125
Pesticide,"SELECT T1.country FROM sampledata15 as T1 JOIN resultsdata15 as T2 ON T1.sample_pk = T2.sample_pk WHERE T2.concen = ""0"" GROUP BY T1.country",What are the country of product origins where pesticide residues were not detected?,Pesticide.json,main,KaggleDBQA,126
Pesticide,"SELECT commod, count(*) FROM sampledata15 GROUP BY commod",how many entries are of each specific food?,Pesticide.json,main,KaggleDBQA,127
Pesticide,SELECT pestcode FROM resultsdata15 GROUP BY pestcode ORDER BY count(*) DESC LIMIT 1,which pesticides are most used?,Pesticide.json,main,KaggleDBQA,128
Pesticide,SELECT pestcode FROM resultsdata15 GROUP BY pestcode ORDER BY count(*) LIMIT 1,which pesticides have been used the least?,Pesticide.json,main,KaggleDBQA,129
Pesticide,"SELECT sample_pk, testclass FROM resultsdata15",how was a specific sample tested?,Pesticide.json,main,KaggleDBQA,130
Pesticide,"SELECT sample_pk, growst FROM sampledata15",in which state was a specific sample grown?,Pesticide.json,main,KaggleDBQA,131
Pesticide,"SELECT sample_pk, packst FROM sampledata15",in which state was a specific sample packed?,Pesticide.json,main,KaggleDBQA,132
